replica	frame	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	egb	epb	esurf	vdwaals	pb_tot	gb_tot
1	29.0	-592.6183	15.0593	33.0697	20.1363	20.0465	4.3099	0.0	430.291	-243.7312	-241.0284	0.0	-5.5847	-316.3186999999999	-323.3314
1	30.0	-620.8662	16.8757	32.9009	18.4952	23.7304	4.2608	0.0	452.0296	-247.0165	-245.5525	0.0	-7.6649	-325.79099999999994	-331.51579999999996
1	31.0	-604.1234	16.8396	36.0007	13.8269	19.1287	4.2782	0.0	433.6116	-241.0727	-239.6243	0.0	-7.1306	-327.19259999999997	-332.91919999999993
1	32.0	-594.8785	16.4229	27.6108	12.89	18.8243	4.3147	0.0	428.1149	-241.8794	-240.4649	0.0	-5.3716	-332.5374	-338.26660000000004
1	33.0	-596.0391	15.3302	30.0413	8.6459	18.9329	4.2273	0.0	430.8548	-241.8065	-239.9115	0.0	-5.1776	-333.0958	-339.2181
1	34.0	-598.1102	17.2806	30.6816	9.812	21.5722	4.3124	0.0	430.31	-242.2683	-241.0442	0.0	-6.5112	-331.6967999999999	-337.2332999999999
1	35.0	-609.5795	16.2227	33.486	11.5886	15.4348	4.2931	0.0	446.6824	-246.9029	-245.2633	0.0	-6.4653	-333.60050000000007	-339.5332
1	36.0	-599.5663	16.1789	29.3937	14.4321	19.5191	4.3186	0.0	432.3354	-240.4603	-239.0668	0.0	-6.0032	-328.4585	-334.17060000000004
1	37.0	-606.0827	19.7444	28.5754	11.3345	17.6663	4.1991	0.0	429.2051	-232.7559	-231.4655	0.0	-0.9602	-327.7836	-333.2731
1	38.0	-610.0242	18.5747	33.0039	13.3121	21.7225	4.2692	0.0	442.0507	-244.4954	-243.218	0.0	-4.3202	-324.62929999999994	-330.17589999999984
1	39.0	-613.8689	16.3961	32.5438	14.336	14.6271	4.2852	0.0	448.0086	-243.4285	-242.3433	0.0	-6.2415	-332.2568999999999	-337.6273
1	40.0	-603.8935	16.6891	31.0147	15.7013	16.2314	4.2954	0.0	442.9177	-245.3257	-243.4178	0.0	-6.5765	-327.03819999999996	-333.2415
2	1.0	-607.9016	21.2829	33.2879	10.4821	18.5949	4.2711	0.0	440.6354	-242.8772	-241.5047	0.0	-4.0511	-324.90310000000005	-330.5467
2	2.0	-607.0729	16.3235	38.44	14.4132	18.2916	4.2655	0.0	434.1933	-240.1342	-238.5382	0.0	-5.7987	-325.48269999999997	-331.3442
2	3.0	-610.4656	18.4799	32.985	7.3352	19.2079	4.2918	0.0	442.6265	-241.7847	-239.7033	0.0	-6.2732	-331.5157999999999	-337.8889999999999
2	4.0	-606.1282	16.2264	39.1731	12.0531	23.0842	4.2513	0.0	430.7306	-238.8946	-236.4581	0.0	-6.4409	-323.5085	-330.19630000000006
2	5.0	-615.5732	16.7784	30.8111	15.0845	16.0073	4.2361	0.0	450.1306	-247.7657	-246.4686	0.0	-6.4383	-335.4321000000001	-340.96530000000007
2	6.0	-602.6986	16.797	30.7283	7.5551	14.0184	4.2787	0.0	437.6792	-243.8151	-241.9733	0.0	-5.2546	-338.8698	-344.99030000000005
2	7.0	-615.1194	19.0766	32.4274	7.3979	13.7939	4.1789	0.0	459.4622	-247.8671	-247.727	0.0	-2.5825	-329.0920000000001	-333.41100000000006
2	8.0	-610.5783	16.5945	29.1823	10.0909	18.6635	4.2032	0.0	449.5783	-241.8217	-240.348	0.0	-7.2224	-329.836	-335.51289999999995
2	9.0	-618.604	18.8272	39.2396	12.2943	17.2939	4.285	0.0	463.9589	-255.499	-254.6078	0.0	-6.8631	-324.17600000000004	-329.35220000000004
2	10.0	-599.3462	14.5713	29.7935	9.1445	25.7824	4.2961	0.0	427.8783	-237.5062	-235.2929	0.0	-7.1312	-330.3042	-336.8136
2	11.0	-613.5381	15.2873	30.3492	15.594	21.4777	4.2905	0.0	452.2013	-248.652	-247.5171	0.0	-5.7909	-327.6461	-333.0715
2	12.0	-600.395	17.1241	33.1335	10.5897	24.507	4.352	0.0	439.1718	-246.3077	-244.605	0.0	-5.8254	-321.9473	-328.00199999999995
2	13.0	-614.6346	17.038	33.1008	10.3303	13.4291	4.305	0.0	454.8692	-245.6959	-245.1979	0.0	-4.3263	-331.08639999999997	-335.88939999999997
2	14.0	-597.3682	17.7344	35.8105	17.3879	19.584	4.2766	0.0	424.1234	-237.8932	-235.4925	0.0	-6.6367	-320.5806	-327.25789999999995
2	15.0	-597.8275	14.6883	31.1595	11.8204	18.0864	4.2619	0.0	431.7934	-242.9693	-240.9824	0.0	-6.5034	-333.5033999999999	-339.7521999999999
2	16.0	-589.4547	13.3248	32.4449	14.5944	17.4784	4.2451	0.0	425.6869	-242.918	-240.6497	0.0	-3.7889	-326.1188	-332.6322
2	17.0	-609.0564	18.8269	35.9064	10.0158	20.8191	4.2613	0.0	438.2822	-243.1681	-241.6001	0.0	-5.8593	-328.4041000000001	-334.2334000000001
2	18.0	-601.5786	16.2546	34.1919	14.1486	19.2022	4.2106	0.0	434.5875	-243.4694	-242.5271	0.0	-4.4878	-325.9981	-331.15100000000007
2	19.0	-601.9595	16.6743	36.7849	10.6595	18.4007	4.2288	0.0	434.3956	-245.0569	-243.5485	0.0	-5.5888	-329.95300000000003	-335.6902000000001
2	20.0	-605.2409	19.618	32.3394	13.0284	22.0838	4.247	0.0	442.3543	-248.2681	-246.2964	0.0	-6.6121	-324.47849999999994	-330.69719999999995
2	21.0	-602.8211	15.3864	37.0309	14.3331	21.68	4.2547	0.0	436.3453	-245.2203	-243.3341	0.0	-7.2389	-324.36369999999994	-330.5046
2	22.0	-597.3514	15.0842	33.7965	11.3664	21.7494	4.3084	0.0	430.3857	-240.7917	-238.1393	0.0	-7.4069	-326.207	-333.1678
2	23.0	-601.966	15.0968	37.4724	12.0097	22.3643	4.3429	0.0	430.3934	-241.1212	-238.7435	0.0	-7.223	-326.253	-332.9735999999999
2	24.0	-607.9197	19.0003	33.7852	11.1063	16.6127	4.302	0.0	444.155	-243.2575	-242.056	0.0	-6.081	-327.0952000000001	-332.5987
2	25.0	-606.9712	18.0095	28.0926	15.1683	18.6085	4.2724	0.0	435.2996	-240.3632	-238.1493	0.0	-5.9311	-331.60069999999996	-338.087
2	26.0	-611.9788	16.2237	35.0953	11.5051	18.7946	4.2877	0.0	447.1041	-243.6277	-242.1666	0.0	-6.2719	-327.4067999999999	-333.15559999999994
2	27.0	-591.0937	14.3661	32.0515	15.2663	19.8106	4.2605	0.0	414.4454	-231.5968	-230.5692	0.0	-6.4646	-327.9271	-333.2152
2	28.0	-605.6763	16.3819	30.1445	6.99	18.4857	4.2644	0.0	436.2243	-240.2705	-238.7349	0.0	-5.3709	-337.2913	-343.09129999999993
2	29.0	-604.4821	16.5081	32.9852	12.4805	17.9205	4.2237	0.0	427.8563	-233.7767	-232.0505	0.0	-6.0673	-330.62559999999996	-336.5755
2	30.0	-604.9081	14.2333	33.1722	11.5384	23.7496	4.3099	0.0	430.5547	-235.7567	-234.0378	0.0	-6.7786	-328.16639999999995	-334.1952
2	31.0	-609.8683	14.9238	35.2733	12.1098	19.1585	4.3125	0.0	438.7959	-243.1326	-240.5878	0.0	-6.9209	-332.8031999999999	-339.6604999999999
2	32.0	-602.6323	17.9716	31.494	15.0906	21.063	4.2394	0.0	428.7906	-234.7101	-233.301	0.0	-5.2249	-322.509	-328.1575
2	33.0	-589.7489	15.0513	39.5388	17.5415	16.9988	4.2039	0.0	416.3817	-232.7482	-230.635	0.0	-2.3799	-313.0478000000001	-319.36490000000003
2	34.0	-603.6049	16.1938	33.5957	7.9502	18.7181	4.2295	0.0	431.2747	-235.7287	-234.1773	0.0	-7.2552	-333.07540000000006	-338.8563000000001
2	35.0	-618.4005	17.8348	38.2699	16.7406	18.7032	4.2403	0.0	441.8527	-238.0751	-237.1729	0.0	-7.6515	-325.58340000000004	-330.7259
2	36.0	-611.3057	16.7524	35.8608	10.7551	16.8453	4.1443	0.0	434.853	-232.2103	-229.8531	0.0	-7.0569	-329.0048	-335.5063
2	37.0	-603.9342	18.6698	35.3001	17.5322	18.398	4.2135	0.0	424.2617	-229.0611	-229.0581	0.0	-5.6593	-320.27629999999994	-324.4928
2	38.0	-599.8353	16.4812	38.5016	14.1019	15.6657	4.2489	0.0	427.9262	-237.7467	-236.6397	0.0	-4.9756	-324.52509999999995	-329.881
2	39.0	-598.6435	15.6592	30.0287	8.0437	15.7138	4.247	0.0	431.0868	-240.3415	-238.6771	0.0	-7.1246	-339.66599999999994	-345.57739999999995
2	40.0	-602.39	18.9032	31.4326	16.8645	20.732	4.2343	0.0	435.6861	-243.1564	-240.942	0.0	-6.9839	-322.46320000000003	-328.91190000000006
3	1.0	-606.5079	15.8551	34.7157	8.324	21.1844	4.1561	0.0	441.0351	-243.1267	-240.4237	0.0	-4.8332	-326.49439999999987	-333.35349999999994
3	2.0	-605.9735	19.1343	33.2015	15.7605	15.4335	4.2313	0.0	439.0019	-242.3293	-242.2271	0.0	-2.1094	-323.5469999999999	-327.8804999999999
3	3.0	-606.7241	16.4206	36.7917	14.8169	17.7709	4.2749	0.0	436.869	-242.3342	-240.8137	0.0	-6.9832	-327.577	-333.37239999999997
3	4.0	-600.7817	14.9353	33.0234	12.8047	20.2834	4.2977	0.0	433.4831	-243.0071	-240.9486	0.0	-4.5557	-327.4584	-333.81460000000004
3	5.0	-606.8641	15.9352	39.7026	17.0347	19.5633	4.3194	0.0	439.9012	-240.5915	-239.0129	0.0	-5.026	-314.4466	-320.34459999999996
3	6.0	-608.5824	18.2058	25.3843	11.36	19.967	4.2449	0.0	444.4566	-243.3274	-242.0439	0.0	-5.087	-332.0947000000001	-337.62310000000014
3	7.0	-606.9916	16.9855	43.2438	10.4647	21.5598	4.2847	0.0	440.0956	-243.0367	-241.5965	0.0	-6.9614	-318.91540000000003	-324.6403
3	8.0	-602.9279	16.4784	33.6322	16.3684	17.3791	4.1573	0.0	423.7372	-228.4614	-225.8776	0.0	-4.9309	-321.98380000000014	-328.72490000000016
3	9.0	-601.2714	16.3009	31.242	9.4463	20.566	4.2436	0.0	429.6772	-236.2157	-233.8644	0.0	-6.2257	-329.8855	-336.4804
3	10.0	-599.6679	15.7293	36.1203	12.8807	20.0402	4.0858	0.0	416.4294	-227.7297	-223.3447	0.0	-7.2749	-325.0018000000001	-333.47260000000006
3	11.0	-606.3593	16.2059	34.7	11.8817	18.4567	4.2271	0.0	434.076	-239.0758	-237.1855	0.0	-6.6968	-330.6941999999999	-336.8115999999999
3	12.0	-605.5761	17.265	28.2467	14.1509	15.9724	4.2198	0.0	440.2927	-244.5842	-242.4144	0.0	-5.9184	-333.7614	-340.15099999999995
3	13.0	-605.0516	16.3195	37.4765	10.3025	13.9397	4.2778	0.0	445.2609	-247.0519	-245.4575	0.0	-5.8324	-328.7646000000001	-334.63680000000005
3	14.0	-608.3349	15.4209	31.066	15.8587	18.1171	4.2478	0.0	444.604	-246.9815	-245.9593	0.0	-7.5183	-332.498	-337.76800000000003
3	15.0	-601.9704	16.4078	33.2654	10.2431	20.1834	4.2727	0.0	434.8079	-239.451	-236.6938	0.0	-6.4976	-325.98150000000004	-333.01140000000004
3	16.0	-606.9677	18.0143	32.2421	14.6087	20.8246	4.2685	0.0	442.8034	-247.1228	-246.3221	0.0	-5.2161	-325.74429999999995	-330.8135
3	17.0	-610.6187	19.9002	36.0703	10.3124	22.9402	4.2859	0.0	443.5139	-245.263	-243.6291	0.0	-6.5029	-323.72779999999995	-329.6476
3	18.0	-598.9763	18.3067	25.237	13.9148	15.6502	4.2238	0.0	430.1442	-236.3756	-234.9884	0.0	-5.2223	-331.7103000000001	-337.32130000000006
3	19.0	-606.9107	13.9722	30.3834	16.1648	16.5065	4.2553	0.0	437.918	-241.9445	-239.6611	0.0	-5.053	-332.42460000000005	-338.9633
3	20.0	-598.843	16.0321	32.734	14.4585	17.7453	4.2527	0.0	431.058	-239.5111	-237.0163	0.0	-5.7165	-325.29519999999997	-332.04269999999997
3	21.0	-602.3569	16.9795	29.6026	8.642	21.332	4.2863	0.0	435.0947	-243.569	-241.011	0.0	-6.1613	-333.59209999999996	-340.4364
3	22.0	-597.0225	16.8657	40.6009	11.1844	16.3262	4.351	0.0	427.5414	-243.84	-241.6638	0.0	-4.8246	-326.64130000000006	-333.16850000000005
3	23.0	-603.3983	16.7296	29.7805	11.8624	19.5981	4.2967	0.0	437.6822	-244.5036	-242.5275	0.0	-6.442	-332.41829999999993	-338.6910999999999
3	24.0	-595.6459	14.3317	34.7773	20.0953	19.6156	4.188	0.0	422.5668	-238.2466	-235.2051	0.0	-5.643	-320.91929999999996	-328.14879999999994
3	25.0	-597.4854	17.1835	26.5922	16.6505	24.8606	4.0965	0.0	428.111	-238.936	-237.5043	0.0	-5.817	-323.3124	-328.8406000000001
3	26.0	-599.2776	15.3545	29.9211	13.1064	19.8789	4.2838	0.0	430.8163	-243.8343	-241.6933	0.0	-3.8156	-331.42549999999994	-337.85029999999995
3	27.0	-606.1348	15.8029	35.2852	15.0836	15.5616	4.3055	0.0	435.718	-242.1577	-240.8085	0.0	-5.6522	-330.8387	-336.49340000000007
3	28.0	-594.2885	17.948	36.0127	14.0091	19.9542	4.3402	0.0	434.1418	-246.5822	-244.9651	0.0	-2.35	-315.1976000000001	-321.1549
3	29.0	-614.8845	16.5431	30.9393	18.3892	16.2179	4.341	0.0	447.0798	-242.5597	-241.2326	0.0	-4.7023	-327.30910000000006	-332.9772000000001
3	30.0	-599.7587	17.7535	30.6993	10.9722	17.9208	4.2977	0.0	434.8923	-239.553	-238.8722	0.0	-4.4821	-326.5771999999999	-331.55569999999994
3	31.0	-605.3201	16.4847	31.2269	11.8177	16.8992	4.3659	0.0	433.7655	-241.9427	-240.1645	0.0	-5.232	-336.15670000000006	-342.3008
3	32.0	-614.5166	17.7571	36.817	13.9479	21.3744	4.2184	0.0	436.8844	-237.5042	-236.5799	0.0	-7.3471	-327.4444	-332.58709999999996
3	33.0	-601.1101	17.6942	33.2533	14.2071	20.7557	4.2708	0.0	439.8063	-248.1512	-246.739	0.0	-6.7415	-324.6031999999999	-330.2861999999999
3	34.0	-597.923	17.5747	33.3042	14.2924	19.5095	4.2445	0.0	429.6408	-236.0139	-235.0791	0.0	-5.0224	-319.45840000000004	-324.6377
3	35.0	-607.2781	15.7737	33.2965	17.8939	16.6612	4.1642	0.0	433.172	-239.0452	-236.9489	0.0	-7.5865	-330.8520000000001	-337.11250000000007
3	36.0	-607.5852	16.9401	33.7796	8.2087	13.0296	4.2872	0.0	449.1841	-250.5483	-248.3841	0.0	-6.122	-336.662	-343.11339999999996
3	37.0	-609.3912	18.603	30.7311	9.5776	15.0148	4.2761	0.0	444.0129	-243.9043	-242.1366	0.0	-3.5568	-332.8691	-338.91290000000004
3	38.0	-597.6855	17.6843	37.5071	10.7702	18.1972	4.265	0.0	424.5608	-236.0529	-234.1892	0.0	-6.7789	-325.6690000000001	-331.7977000000001
3	39.0	-598.5974	15.1933	34.223	13.8923	19.628	4.2353	0.0	442.616	-249.4559	-247.7331	0.0	-6.5615	-323.1041	-329.06219999999996
3	40.0	-612.2243	17.567	33.9164	9.6097	17.4391	4.3008	0.0	453.8293	-251.0547	-250.1648	0.0	-4.6515	-330.37829999999997	-335.56899999999996
4	1.0	-612.0571	19.3014	38.4543	11.2109	23.9485	4.1059	0.0	456.0815	-251.1315	-249.7081	0.0	-6.2485	-314.9111999999999	-320.4404999999999
4	2.0	-608.7494	16.4793	40.2793	14.0795	20.1116	4.1772	0.0	440.8533	-240.4535	-238.6075	0.0	-6.2352	-317.61190000000016	-323.6351000000001
4	3.0	-604.8361	18.0047	35.4541	16.7291	19.5273	4.2292	0.0	440.5185	-243.7769	-242.2632	0.0	-6.4675	-319.10390000000007	-324.84680000000003
4	4.0	-623.3483	19.1742	30.8973	16.8832	18.6132	4.171	0.0	458.3452	-245.4992	-245.3176	0.0	-7.079	-327.66080000000005	-332.01340000000005
4	5.0	-602.066	16.5135	25.0505	8.4593	21.311	4.0738	0.0	442.736	-240.4161	-238.9956	0.0	-7.8234	-330.7409	-336.23519999999996
4	6.0	-613.244	16.2821	32.2809	12.9126	23.6176	4.0222	0.0	449.1043	-241.6587	-240.4224	0.0	-8.5128	-323.9595000000001	-329.2180000000001
4	7.0	-612.6828	17.7088	33.6439	12.6084	19.4366	4.1507	0.0	439.6994	-239.877	-237.0514	0.0	-6.9618	-329.44820000000004	-336.4245000000001
4	8.0	-602.2882	15.0033	36.8834	10.5726	14.4655	4.2512	0.0	429.1422	-233.6191	-231.8508	0.0	-6.8167	-330.6375	-336.6569999999999
4	9.0	-609.0315	17.182	35.1806	13.43	16.5205	4.245	0.0	432.4632	-234.1995	-232.6308	0.0	-5.3816	-328.02260000000007	-333.83630000000005
4	10.0	-617.225	17.2484	30.3216	9.0765	18.319	4.2556	0.0	442.7032	-236.5307	-234.8139	0.0	-5.5003	-335.6149000000001	-341.5873000000001
4	11.0	-606.8344	15.8735	31.5005	16.5929	15.9212	4.3085	0.0	437.3691	-236.3723	-235.1665	0.0	-4.9145	-325.3497	-330.8639999999999
4	12.0	-609.76	15.6426	28.31	8.3548	15.0719	4.2104	0.0	449.2966	-242.7268	-241.0653	0.0	-7.2723	-337.21129999999994	-343.0831999999999
4	13.0	-620.5096	17.4889	40.9632	11.0512	22.3886	4.1505	0.0	455.0093	-244.433	-242.189	0.0	-8.3623	-320.00919999999996	-326.4037
4	14.0	-607.2304	18.1518	27.6458	13.2402	16.5739	4.2033	0.0	438.4819	-238.3001	-237.3076	0.0	-6.7107	-332.95180000000005	-338.1476000000001
4	15.0	-610.1957	17.2373	31.0962	20.6503	22.1664	4.2509	0.0	446.437	-246.7174	-245.9023	0.0	-7.3603	-321.6202	-326.6862
4	16.0	-616.7295	18.0393	28.6712	14.666	18.4943	4.1131	0.0	455.4889	-245.152	-242.4077	0.0	-8.5619	-328.2263000000001	-335.0837
4	17.0	-609.1803	16.2054	37.9865	9.2504	16.6785	4.1928	0.0	437.3525	-231.5405	-230.6927	0.0	-7.7459	-325.9527999999999	-330.99339999999995
4	18.0	-594.7622	16.3307	32.15	11.5314	19.7382	4.1248	0.0	410.5575	-226.6963	-224.4905	0.0	-7.0298	-331.8499	-338.18049999999994
4	19.0	-608.898	17.4475	36.4105	12.4841	16.1467	4.2408	0.0	440.593	-244.6544	-242.9438	0.0	-6.9267	-331.44590000000005	-337.3973000000001
4	20.0	-604.8085	19.2766	31.8598	13.3607	17.4262	4.2466	0.0	431.629	-237.4841	-235.9253	0.0	-6.6984	-329.6332999999999	-335.4386999999999
4	21.0	-601.7027	14.98	31.6482	11.8008	18.9026	4.2764	0.0	439.6886	-246.5906	-244.434	0.0	-6.6461	-331.4862000000001	-337.91920000000005
4	22.0	-608.845	18.0854	41.7849	12.7692	17.7822	4.2547	0.0	439.5795	-242.4316	-241.1569	0.0	-4.8886	-320.63460000000003	-326.16400000000004
4	23.0	-601.3219	16.2406	36.4215	9.4049	21.6251	4.2355	0.0	440.4269	-244.921	-243.3443	0.0	-4.671	-320.9827000000001	-326.79490000000004
4	24.0	-600.8908	16.0863	31.4022	21.099	20.6359	4.2631	0.0	439.3941	-249.4067	-246.7783	0.0	-7.0453	-321.83379999999994	-328.72529999999995
4	25.0	-591.3805	16.4504	32.389	12.6777	19.8951	4.2402	0.0	424.1245	-238.0553	-236.5567	0.0	-6.4992	-324.6595	-330.39830000000006
4	26.0	-610.9598	16.4902	24.4909	17.2584	18.635	4.1912	0.0	439.323	-238.3217	-236.8099	0.0	-7.2108	-334.5918	-340.2948
4	27.0	-613.1785	16.5782	45.0599	13.3302	25.3427	4.1483	0.0	443.2365	-241.462	-239.6499	0.0	-6.9772	-312.1098	-318.0702
4	28.0	-598.5048	14.7033	44.4112	10.2411	18.1336	4.0493	0.0	408.4314	-218.3936	-214.8252	0.0	-6.9298	-320.28990000000005	-327.90760000000006
4	29.0	-594.2003	15.6475	27.2376	13.4984	20.8083	4.2018	0.0	421.1249	-232.8967	-230.2589	0.0	-5.2935	-327.2341999999999	-334.07379999999995
4	30.0	-602.1562	16.8161	33.1448	9.75	18.4896	4.1843	0.0	420.7511	-226.8191	-225.1006	0.0	-7.1871	-331.30799999999994	-337.21079999999995
4	31.0	-604.3022	17.149	29.2684	10.621	21.0238	4.2409	0.0	429.2875	-234.655	-233.6128	0.0	-5.6311	-331.9554999999999	-337.2385999999999
4	32.0	-606.234	16.0151	34.3104	15.22	19.9501	4.2545	0.0	432.2246	-238.4962	-236.325	0.0	-6.6538	-327.23810000000003	-333.66380000000004
4	33.0	-596.9978	16.3992	26.2156	14.2627	20.1167	4.3091	0.0	435.6031	-244.3053	-242.684	0.0	-6.0078	-328.7832000000001	-334.71360000000004
4	34.0	-609.2432	19.4926	31.9916	12.626	21.6836	4.2726	0.0	447.2064	-246.1095	-244.3778	0.0	-5.9535	-322.3016999999999	-328.3059999999999
4	35.0	-600.9772	16.1501	32.9438	10.7855	19.2483	4.3137	0.0	444.8947	-248.0363	-246.361	0.0	-6.3741	-325.3762000000001	-331.3652000000001
4	36.0	-613.0895	19.0671	37.1098	15.8422	18.7575	4.3188	0.0	443.7194	-242.7409	-241.2302	0.0	-5.4774	-320.9823	-326.81180000000006
4	37.0	-600.436	17.5159	32.6529	8.0318	19.1429	4.2517	0.0	428.6033	-238.3502	-237.6603	0.0	-6.2157	-334.11350000000004	-339.05510000000004
4	38.0	-597.371	15.0749	35.8862	13.7724	16.689	4.2305	0.0	425.1196	-238.1406	-235.174	0.0	-6.7118	-328.48420000000004	-335.6813000000001
4	39.0	-595.0719	17.5842	31.8153	6.4954	18.8188	4.2572	0.0	426.314	-238.8439	-236.9601	0.0	-6.5777	-333.3248	-339.46579999999994
4	40.0	-597.298	16.5786	30.8512	14.6846	23.1914	4.3156	0.0	423.7056	-236.4883	-234.4752	0.0	-6.3699	-324.81609999999995	-331.1448
5	1.0	-606.1216	14.6599	33.4077	13.3949	21.9685	4.3821	0.0	438.3457	-243.6256	-241.6655	0.0	-5.9968	-327.6251	-333.9672999999999
5	2.0	-609.8212	18.5119	36.8699	19.6161	18.5478	4.2708	0.0	441.1969	-244.2971	-242.4761	0.0	-7.072	-320.3559	-326.4477
5	3.0	-612.1337	17.7762	32.7677	6.6738	23.4796	4.2722	0.0	445.2184	-240.3875	-238.941	0.0	-6.5391	-327.4259	-333.14459999999997
5	4.0	-613.9514	19.8666	31.7107	15.993	26.0176	4.2567	0.0	443.2101	-239.4525	-239.1233	0.0	-5.4554	-317.4754000000001	-322.0613
5	5.0	-603.4225	15.1959	36.9523	12.0904	18.0349	4.2779	0.0	433.6377	-242.2533	-240.0514	0.0	-7.3752	-330.66	-337.13980000000004
5	6.0	-603.4648	15.6072	32.0694	17.8559	23.1501	4.3078	0.0	434.7362	-241.801	-239.6355	0.0	-6.7158	-322.0895	-328.5627999999999
5	7.0	-606.2507	16.6802	36.0171	10.344	22.7578	4.291	0.0	430.7406	-238.1634	-235.6419	0.0	-4.892	-325.95390000000003	-332.7664000000001
