replica	frame	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
1	1	13701.2355	1188.2315	2527.096	917.2776	3519.3177	73.6052	0.0	-23130.4554	-3132.9794	-2562.4353	-2830.4434	0.0	-6899.106599999998	-6670.175800000001
1	2	13655.04	1170.5387	2624.6051	952.9263	3511.7611	73.2537	0.0	-22926.7465	-3311.7009	-2581.4306	-2965.4373	0.0	-6831.753099999998	-6558.743200000001
1	3	13720.6352	1168.064	2563.074	949.9024	3494.8183	74.3462	0.0	-22949.7494	-3312.4328	-2585.517	-2986.8124	0.0	-6876.8591	-6625.584899999998
1	4	13622.2216	1179.8327	2564.2848	935.147	3485.6683	73.1096	0.0	-22834.0608	-3281.6866	-2615.9099	-2970.4523	0.0	-6871.3933	-6633.268599999999
1	5	13675.4804	1188.8415	2560.6481	926.3249	3498.6877	74.8113	0.0	-22905.1599	-3335.3241	-2545.2753	-3017.1994	0.0	-6860.965399999997	-6617.651999999998
1	6	13604.3497	1165.4375	2554.8511	963.9655	3500.6938	74.0358	0.0	-22915.0884	-3230.7658	-2575.0623	-2916.0314	0.0	-6857.583100000002	-6616.8844999999965
1	7	13624.5808	1193.4917	2585.4916	923.5424	3468.2322	73.3651	0.0	-23159.6058	-3055.2975	-2558.6224	-2741.7909	0.0	-6904.821899999999	-6664.680400000001
1	8	13640.5501	1161.4113	2572.2959	957.2641	3491.0839	74.4993	0.0	-22976.4625	-3267.5565	-2596.627	-2937.3373	0.0	-6943.5414	-6687.821499999998
1	9	13641.2881	1177.4306	2682.5582	890.386	3480.8895	74.2319	0.0	-23011.4912	-3246.8085	-2563.6565	-2924.8458	0.0	-6875.171900000001	-6627.4411
1	10	13666.0211	1182.516	2556.7915	940.6154	3473.8974	74.479	0.0	-22973.7015	-3248.7237	-2596.5003	-2917.8878	0.0	-6924.605099999999	-6668.248200000002
1	11	13724.5267	1189.5614	2542.671	933.7568	3498.5363	72.8514	0.0	-23084.4744	-3173.6916	-2564.4197	-2837.3658	0.0	-6860.682099999998	-6597.207699999995
1	12	13771.03	1178.3036	2644.8555	947.8053	3489.7915	72.474	0.0	-23129.1169	-3200.6994	-2614.0006	-2866.6748	0.0	-6839.556999999999	-6578.006400000002
1	13	13657.2885	1161.6291	2589.8614	922.5436	3464.8806	73.4375	0.0	-22985.007	-3214.2375	-2616.4989	-2884.0315	0.0	-6946.102700000001	-6689.334200000001
1	14	13676.3398	1183.2202	2529.514	994.1346	3468.6563	73.8587	0.0	-23026.7985	-3186.3648	-2571.3062	-2874.5301	0.0	-6858.745900000003	-6620.769900000003
1	15	13712.6336	1173.3624	2603.2254	940.1174	3519.5039	73.6773	0.0	-23099.1783	-3179.6282	-2598.1956	-2856.247	0.0	-6854.482100000003	-6604.778200000001
1	16	13729.5789	1177.0905	2539.7627	960.0559	3507.4027	73.4269	0.0	-22857.2921	-3391.3506	-2598.1101	-3063.2418	0.0	-6859.435199999996	-6604.7533
1	17	13692.624	1172.5477	2576.8567	960.2191	3510.5158	72.1171	0.0	-23076.618	-3188.803	-2618.4407	-2856.1441	0.0	-6898.9813	-6638.4395
1	18	13736.8564	1172.6049	2591.8994	935.1829	3534.1574	72.4843	0.0	-23193.2312	-3204.8175	-2603.5857	-2845.3651	0.0	-6958.449099999998	-6671.480999999996
1	19	13733.1185	1181.2381	2591.1844	988.2866	3496.9606	73.1533	0.0	-23084.9468	-3248.3273	-2600.7563	-2915.6169	0.0	-6870.088900000001	-6610.531800000001
1	20	13763.2763	1203.2211	2609.9989	882.565	3489.1011	71.9788	0.0	-23172.2625	-3148.7647	-2615.0895	-2797.7359	0.0	-6915.975499999999	-6636.925499999998
1	21	13652.8329	1184.2619	2542.0219	921.2009	3513.3187	73.109	0.0	-22963.1387	-3281.2437	-2613.8566	-2938.4226	0.0	-6971.493700000001	-6701.781600000002
1	22	13854.4737	1165.6295	2499.8698	919.2865	3515.1646	72.7717	0.0	-22984.9967	-3365.2871	-2611.7184	-3064.7385	0.0	-6934.806399999998	-6707.029500000001
1	23	13741.0928	1180.3191	2574.0599	930.5704	3503.2007	73.4371	0.0	-23049.7574	-3308.0222	-2554.1605	-2990.4943	0.0	-6909.260099999998	-6665.169299999998
1	24	13745.1605	1173.6564	2599.4782	975.0803	3509.5648	72.2253	0.0	-23023.6145	-3265.8966	-2604.3717	-2960.895	0.0	-6818.717299999997	-6585.940999999999
1	25	13705.5113	1210.2436	2622.3224	911.0125	3507.1842	71.8407	0.0	-22904.5344	-3298.6463	-2656.5604	-2943.947	0.0	-6831.626399999999	-6548.767800000001
1	26	13725.0947	1173.1927	2536.1468	907.1214	3476.1325	72.7861	0.0	-23014.8771	-3277.8819	-2617.6635	-2926.3166	0.0	-7019.948300000002	-6741.169100000003
1	27	13677.8024	1174.0487	2560.0637	916.3661	3518.4853	72.9993	0.0	-22899.8178	-3338.0793	-2591.9959	-2968.7772	0.0	-6910.127500000002	-6613.824700000005
1	28	13664.0798	1181.776	2534.125	963.6609	3479.6861	72.6161	0.0	-22971.1915	-3267.1301	-2595.7546	-2934.2422	0.0	-6938.132300000003	-6677.8605000000025
1	29	13717.2829	1161.7375	2639.6003	964.6003	3513.3179	73.5727	0.0	-23016.839	-3292.9469	-2598.8664	-2960.9298	0.0	-6838.540700000003	-6580.096300000001
1	30	13709.1438	1166.9912	2565.3222	944.2186	3460.7211	73.7966	0.0	-22850.9667	-3419.7666	-2584.143	-3079.4427	0.0	-6934.6828	-6668.155500000001
1	31	13782.2675	1154.2522	2581.4738	973.9348	3473.071	72.5633	0.0	-23132.0171	-3213.5277	-2615.9333	-2884.0386	0.0	-6923.915500000001	-6666.989700000002
1	32	13676.3981	1159.0877	2668.9514	929.8036	3516.5796	72.0587	0.0	-22996.4695	-3267.2772	-2594.5641	-2928.2375	0.0	-6835.431700000001	-6568.450700000001
1	33	13762.2729	1189.7876	2668.9105	938.9279	3506.7572	71.6168	0.0	-22978.6543	-3290.4183	-2626.0625	-2980.2674	0.0	-6756.862199999998	-6518.328099999999
1	34	13717.0501	1187.4516	2578.2566	936.9154	3481.7939	72.8797	0.0	-22959.5368	-3232.1783	-2613.3227	-2929.3758	0.0	-6830.690500000001	-6600.767700000004
1	35	13754.2034	1170.807	2571.5604	939.092	3514.0219	72.4605	0.0	-23218.4758	-3149.9811	-2607.6577	-2808.0219	0.0	-6953.969399999998	-6684.470699999998
1	36	13727.6392	1157.1812	2560.7599	934.817	3481.048	73.361	0.0	-23014.4342	-3296.019	-2577.1295	-2970.2715	0.0	-6952.7764	-6700.389899999998
1	37	13696.5305	1168.1481	2560.3269	934.1685	3502.6307	72.9915	0.0	-23076.0291	-3275.6026	-2604.2059	-2913.9448	0.0	-7021.041399999999	-6732.3750999999975
1	38	13727.2494	1174.2952	2600.7574	929.3785	3468.325	74.1115	0.0	-22990.0982	-3314.0701	-2579.578	-3001.9006	0.0	-6909.629299999999	-6671.571299999996
1	39	13708.55	1189.1892	2579.5368	932.727	3486.2314	73.7829	0.0	-22910.73	-3391.1799	-2572.3902	-3037.0906	0.0	-6904.2828	-6623.976399999996
1	40	13703.0468	1174.7999	2583.0684	921.5153	3489.3039	73.9504	0.0	-23006.0654	-3262.2687	-2585.7911	-2920.918	0.0	-6908.440499999999	-6641.0401999999995
2	1	13668.0976	1191.3727	2611.4004	969.6929	3495.2754	71.729	0.0	-23035.9514	-3207.6813	-2587.0291	-2837.2827	0.0	-6823.093800000002	-6524.424200000005
