	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	egb	epb	esurf	vdwaals	pb_tot	gb_tot
0	-523.8207774999998	15.545162500000004	34.882062499999996	14.079872499999999	21.48117	4.0560849999999995	0.0	327.670545	-245.57933999999995	-245.53071000000006	0.0	-7.903004999999998	-359.539595	-363.64431
1	-526.6243774999999	15.678582500000001	34.9775725	13.578364999999996	20.487052499999997	4.323995000000001	0.0	334.15721999999994	-250.225135	-250.24809499999992	0.0	-6.10735	-359.777035	-364.0780699999999
2	-528.1956949999999	15.760469999999998	34.47760249999999	13.999914999999998	20.8563875	4.363382500000002	0.0	334.8257975	-250.041135	-249.84520250000006	0.0	-6.018527499999999	-359.77587	-364.33518499999997
3	-531.0943099999998	15.982740000000002	34.873619999999995	13.0372625	21.148222500000006	4.226484999999999	0.0	340.872395	-251.47314000000011	-251.63399250000006	0.0	-7.3278425	-359.9154199999999	-363.9810525
4	-528.2349750000001	16.256930000000004	34.76129499999999	14.741617499999998	20.471110000000003	4.2519975	0.0	332.6078099999999	-247.91930499999995	-247.95762750000003	0.0	-6.368012500000001	-359.46985499999994	-363.6835299999999
5	-526.9364674999999	15.764605	34.297122500000015	13.0375075	21.317	4.260369999999999	0.0	334.46027749999996	-250.66519749999992	-250.4298400000001	0.0	-7.310857499999999	-361.5402825	-366.03601
6	-525.7691725	15.820705	34.721050000000005	13.399644999999998	20.724542500000002	4.30445	0.0	334.33903	-250.69781749999999	-250.55640749999992	0.0	-6.40192	-359.41807749999987	-363.8639375
7	-529.2012675000001	16.2491975	35.927724999999995	13.995250000000002	19.993090000000002	4.2278424999999995	0.0	334.64667499999985	-249.1890950000001	-249.44444249999998	0.0	-7.147197499999999	-360.75312749999995	-364.72562250000004
8	-526.7734425000001	15.963185000000001	32.718810000000005	14.559117500000003	20.473460000000003	4.311505	0.0	335.24150999999995	-251.27675749999997	-250.88651249999998	0.0	-6.126524999999998	-360.5188925000001	-365.22064250000005
9	-527.1670999999999	15.742817500000001	32.5281125	13.943404999999998	20.76849	4.3447375	0.0	334.92988499999996	-250.43113750000006	-250.4589375	0.0	-5.6999249999999995	-361.06851500000005	-365.38545249999993
10	-525.7690599999999	15.612327499999997	34.4202675	13.471315	21.485542499999998	4.360465	0.0	332.93586	-250.52741750000004	-250.35233999999997	0.0	-6.1500900000000005	-359.98571250000003	-364.521255
11	-527.0000850000001	16.2931025	33.65195749999999	14.5386725	20.894582500000002	4.2367325	0.0	334.37142249999994	-250.36995750000006	-250.19207999999995	0.0	-6.959375000000001	-360.1650699999999	-364.57968
12	-523.9175275000002	15.287867499999996	34.4152525	14.175270000000001	20.316947500000005	4.27984	0.0	330.42147249999994	-249.42837750000004	-249.26788000000005	0.0	-6.4139124999999995	-360.70267	-365.1430075
13	-527.70147	15.775069999999996	34.02574	14.113159999999999	20.820047500000005	4.2716650000000005	0.0	334.61945750000007	-250.47609749999998	-250.4516	0.0	-6.3714949999999995	-360.8994250000001	-365.1955875
14	-530.9598749999999	15.7106975	32.70453	13.872385000000003	20.400012499999995	4.233734999999999	0.0	342.4329724999999	-252.71651749999995	-252.64254	0.0	-6.984617499999999	-361.2327000000001	-365.5404124999999
15	-532.7550100000001	15.762844999999999	33.496167500000006	15.424069999999997	21.716702500000004	4.193429999999998	0.0	340.465435	-250.03164250000003	-250.01251749999997	0.0	-7.509152500000001	-359.2180299999999	-363.43058499999995
16	-530.1231125	15.726844999999997	34.814515	13.959750000000003	20.495972499999993	4.16727	0.0	339.5552325	-252.41486750000004	-252.3673425	0.0	-7.666602500000001	-361.4374725	-365.65226750000005
17	-531.3181925	15.634270000000004	34.130129999999994	13.352625000000003	21.69481	4.244727500000001	0.0	338.6449149999999	-249.51733750000002	-249.63967499999995	0.0	-7.016145000000002	-360.272535	-364.3949250000001
18	-527.0425499999999	16.205434999999994	34.86081749999999	14.125045	21.237507500000014	4.3143075	0.0	331.94833750000004	-248.8777425	-248.79652500000003	0.0	-6.386135000000001	-359.53376000000003	-363.92928500000005
19	-528.33503	15.7039175	34.3287275	14.543605000000003	21.7921725	4.3012075	0.0	336.1904925	-250.63722499999994	-250.743445	0.0	-6.585035	-358.80338750000004	-362.998375
20	-525.90528	15.742517500000002	34.26957750000001	14.2284425	21.120915000000004	4.208634999999999	0.0	331.96716	-248.397	-248.599645	0.0	-6.97836	-359.94603750000005	-363.9520274999999
21	-524.6236275000001	15.898377499999999	34.314222500000014	14.148342499999998	21.179207499999997	4.251312499999999	0.0	328.9872550000001	-247.87854249999995	-247.69283000000004	0.0	-6.6796375	-360.2173774999999	-364.65440250000006
22	-526.6165125000002	15.835159999999998	34.04057000000001	13.87821	20.188069999999996	4.324017499999999	0.0	335.3572025000001	-252.24792000000008	-252.24304249999994	0.0	-6.2483499999999985	-361.48467500000004	-365.8135700000001
23	-528.0568275	15.657022500000002	35.21142999999999	13.32045	21.3013375	4.318272500000001	0.0	336.33886000000007	-251.93171999999996	-251.59565500000002	0.0	-6.1705999999999985	-359.6757100000001	-364.33004750000003
