replica	frame	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	egb	epb	esurf	vdwaals	pb_tot	gb_tot
1	16.0	-527.9102	15.6722	32.0886	13.7755	17.729	3.7974	0.0	315.7424	-229.5118	-229.3024	0.0	-6.7734	-365.1809	-369.18770000000006
1	17.0	-525.9586	16.8881	35.2165	14.73	20.0364	3.9231	0.0	318.5312	-236.2911	-235.7292	0.0	-8.004	-360.36650000000003	-364.8515
1	18.0	-523.2626	15.6651	33.8433	14.6743	17.1431	4.168	0.0	318.4942	-239.6422	-240.7648	0.0	-7.5793	-367.6187	-370.6641
1	19.0	-518.1384	15.4221	35.1893	13.0901	21.6863	4.1548	0.0	324.9985	-246.1223	-247.5032	0.0	-8.0355	-359.1360000000001	-361.90990000000005
1	20.0	-527.1919	14.5361	33.7447	9.3977	21.3708	4.2654	0.0	346.1913	-260.3537	-259.3356	0.0	-8.2611	-365.2826	-370.5661
1	21.0	-533.1974	15.7369	38.8642	17.2811	22.2415	3.7391	0.0	332.9374	-244.9121	-244.9783	0.0	-11.7753	-359.1508	-362.82370000000003
1	22.0	-524.4277	14.6153	39.7371	15.2591	22.8836	3.9061	0.0	348.6919	-264.9996	-264.9216	0.0	-9.7978	-354.05400000000003	-358.0381
1	23.0	-521.2264	15.7133	33.6023	14.2871	21.0568	3.7677	0.0	317.3852	-235.9235	-234.7173	0.0	-7.2741	-357.4054	-362.37929999999994
1	24.0	-522.1815	13.7865	36.133	13.2269	16.4831	3.8922	0.0	340.3126	-254.9777	-255.8577	0.0	-9.2773	-363.4822000000001	-366.4944000000001
1	25.0	-522.6204	15.1451	38.196	14.7404	23.4207	3.9777	0.0	332.6218	-249.4577	-251.1244	0.0	-6.2863	-351.9294	-354.2404
1	26.0	-526.8232	17.929	36.2732	17.7263	18.9944	3.9505	0.0	330.1243	-248.5934	-247.5209	0.0	-8.1179	-357.46430000000004	-362.48730000000006
1	27.0	-520.7653	16.2196	28.9296	15.2882	26.3542	3.9128	0.0	321.1029	-241.0103	-241.2577	0.0	-8.4613	-358.677	-362.3424
1	28.0	-515.4301	15.3716	29.9566	15.3929	23.6824	3.8893	0.0	309.0885	-235.6937	-236.2596	0.0	-9.6765	-363.9849	-367.3083000000001
1	29.0	-512.0894	15.711	29.2463	14.3203	22.0945	4.0217	0.0	308.1718	-238.3501	-238.6117	0.0	-8.7028	-365.8383	-369.59839999999997
1	30.0	-528.0268	15.8509	37.0625	8.4781	16.8955	3.8758	0.0	334.3141	-245.8424	-245.4207	0.0	-9.332	-366.3026	-370.60009999999994
1	31.0	-533.7056	14.9893	27.1028	14.6205	23.2683	4.298	0.0	352.4401	-260.6744	-261.213	0.0	-6.8045	-365.0041000000001	-368.7635000000001
1	32.0	-535.0713	17.3981	38.0718	17.1424	21.2101	3.9683	0.0	333.3056	-244.7062	-245.8126	0.0	-9.7757	-359.5632999999999	-362.4251999999999
1	33.0	-527.4801	17.2408	36.2543	14.3049	28.4282	3.8681	0.0	352.3084	-266.4007	-265.957	0.0	-11.617	-352.64940000000007	-356.9612
1	34.0	-524.9903	13.8909	38.596	13.892	21.2588	4.0734	0.0	326.2646	-244.4216	-244.7117	0.0	-9.1203	-360.8466000000001	-364.6299000000001
1	35.0	-522.4393	17.4686	30.4216	9.1249	25.5278	4.0991	0.0	326.2811	-245.6632	-245.1569	0.0	-8.9668	-363.63990000000007	-368.24530000000004
1	36.0	-533.3575	16.7884	34.8977	14.2066	16.6884	4.0786	0.0	342.2341	-250.0711	-250.0607	0.0	-8.161	-362.6853999999999	-366.7743999999999
1	37.0	-524.1799	15.3856	39.4172	11.1928	24.2757	3.7423	0.0	323.2255	-239.3113	-239.597	0.0	-11.2858	-357.82359999999994	-361.2801999999999
1	38.0	-517.5663	14.6716	36.7348	12.5284	19.3359	4.0033	0.0	317.7619	-245.0559	-244.6506	0.0	-7.4136	-364.5945999999999	-369.0032
1	39.0	-528.7129	14.6947	33.7955	21.4238	20.9238	4.0727	0.0	332.8594	-245.1505	-245.3678	0.0	-7.0974	-353.40819999999997	-357.2636
1	40.0	-515.8208	13.2423	41.6041	13.0148	21.2553	4.063	0.0	330.9063	-250.6176	-248.119	0.0	-5.6878	-345.5417999999999	-352.1034
2	1.0	-532.3275	15.0703	35.7066	12.7926	16.4655	4.2728	0.0	345.1072	-260.3342	-259.7358	0.0	-6.3118	-368.96010000000007	-373.83130000000006
2	2.0	-530.4401	15.0917	28.0861	14.1152	22.5421	4.387	0.0	336.8673	-249.6482	-249.6388	0.0	-6.0647	-365.0542000000001	-369.45060000000007
2	3.0	-536.5966	14.9782	34.562	9.7285	22.0114	4.4191	0.0	341.6447	-247.3149	-247.683	0.0	-7.0931	-364.02879999999993	-368.0798
2	4.0	-530.0702	15.5901	38.4003	12.6393	21.6214	4.407	0.0	345.2691	-261.7615	-261.8021	0.0	-6.665	-360.61010000000005	-364.97650000000004
2	5.0	-532.2998	16.2709	29.6157	14.803	24.7803	4.2613	0.0	335.0106	-247.0074	-246.3412	0.0	-5.4703	-359.36949999999996	-364.297
2	6.0	-529.9362	15.2154	38.3441	13.454	23.2426	4.4171	0.0	349.117	-259.313	-259.2012	0.0	-7.5974	-352.9445999999999	-357.47349999999994
2	7.0	-521.9318	15.8173	29.039	16.0834	19.3099	4.3501	0.0	328.9104	-246.8372	-247.6305	0.0	-4.6928	-360.74499999999995	-364.30179999999996
2	8.0	-533.5855	16.3241	29.8139	13.6347	20.8413	4.3778	0.0	342.1786	-250.3216	-250.8501	0.0	-5.7372	-363.0023999999999	-366.85169999999994
2	9.0	-523.1474	21.4184	37.1671	17.2081	18.8877	4.3125	0.0	326.9055	-247.2396	-250.347	0.0	-5.5678	-353.16289999999987	-354.36799999999994
2	10.0	-545.8663	15.8426	36.5888	14.5417	19.462	4.4142	0.0	358.6928	-256.7894	-257.4172	0.0	-6.5556	-360.29700000000014	-364.08340000000015
2	11.0	-526.6216	17.5122	26.8586	14.3577	20.803	4.3966	0.0	338.8524	-249.3398	-249.7515	0.0	-6.9837	-360.57629999999995	-364.5612
2	12.0	-537.1098	16.7435	33.8466	10.2629	14.9433	4.3757	0.0	347.0266	-248.5132	-249.0534	0.0	-1.3592	-360.3237999999999	-364.1592999999999
2	13.0	-525.1727	15.4531	37.4599	10.979	23.2147	4.377	0.0	324.5215	-246.3767	-246.4378	0.0	-6.0072	-361.61249999999995	-365.9284
2	14.0	-519.1273	12.7337	40.2966	14.2909	24.3721	4.3822	0.0	326.9342	-251.3257	-249.5118	0.0	-7.0851	-352.71450000000004	-358.91060000000004
2	15.0	-530.5892	16.7648	42.5203	10.6006	17.987	4.3242	0.0	337.2507	-251.3428	-251.229	0.0	-5.7301	-358.10069999999996	-362.53869999999995
2	16.0	-516.2229	15.7656	36.9671	13.8101	18.5364	4.3478	0.0	324.2839	-250.0041	-249.6598	0.0	-6.7135	-358.8853	-363.57739999999995
2	17.0	-507.8614	14.4775	26.4521	10.5622	21.132	4.2662	0.0	309.6762	-244.8031	-244.3693	0.0	-5.5863	-371.2508	-375.95079999999996
2	18.0	-530.5396	16.4333	29.5441	12.6823	19.2066	4.3596	0.0	336.8059	-252.4087	-251.9515	0.0	-6.8709	-370.33019999999993	-375.14699999999993
2	19.0	-540.8244	17.0401	38.4566	12.7801	22.6433	3.9599	0.0	344.5521	-249.7767	-249.4394	0.0	-9.4881	-360.31979999999993	-364.6169999999999
2	20.0	-511.6273	15.4534	38.5823	9.4123	13.9975	4.2348	0.0	317.1567	-241.3479	-241.2438	0.0	-5.9166	-359.9507	-364.2896
2	21.0	-530.4631	14.2084	33.1442	13.8803	20.2574	4.3968	0.0	336.7927	-249.3944	-248.7485	0.0	-4.3463	-360.8781000000001	-365.92080000000004
2	22.0	-533.7455	16.5984	39.4501	12.4156	19.5334	4.4302	0.0	340.3192	-252.5629	-251.7912	0.0	-6.2248	-359.01460000000003	-364.2165
2	23.0	-527.212	16.0771	30.6187	19.0361	20.9706	4.3673	0.0	332.5413	-246.8765	-247.5383	0.0	-4.6824	-355.8216	-359.5271
2	24.0	-517.6532	14.4384	38.9751	16.2075	25.6565	4.216	0.0	320.5218	-248.4702	-247.4572	0.0	-7.3737	-352.4688	-357.69780000000003
2	25.0	-527.4431	13.5253	37.8631	15.631	18.5887	4.3902	0.0	331.7509	-253.1518	-252.3198	0.0	-6.9896	-365.0032999999999	-370.22549999999995
2	26.0	-512.8636	16.6043	35.9832	13.8566	23.173	4.1903	0.0	328.936	-253.7949	-255.1945	0.0	-7.5713	-352.886	-355.6767
2	27.0	-523.2692	16.5162	38.9958	10.3981	23.844	4.3439	0.0	320.4661	-245.5119	-245.6819	0.0	-4.3365	-358.72349999999994	-362.89739999999995
2	28.0	-521.1433	16.1104	38.2635	12.1324	16.8993	4.2065	0.0	322.9787	-245.7975	-244.952	0.0	-6.3525	-361.85699999999997	-366.909
2	29.0	-523.2947	14.9874	35.0344	12.636	19.6352	4.3768	0.0	326.7053	-244.3382	-244.6388	0.0	-6.0219	-360.5803000000001	-364.65650000000005
2	30.0	-518.2049	14.494	32.3784	16.2643	21.6713	4.2466	0.0	309.6543	-236.1727	-236.4979	0.0	-5.2806	-361.27449999999993	-365.19589999999994
2	31.0	-517.2929	15.7179	39.416	13.4455	19.1689	4.3116	0.0	316.5528	-245.9953	-246.0016	0.0	-4.6015	-359.28330000000005	-363.58860000000004
2	32.0	-534.9685	16.5466	32.7992	14.2613	15.6617	4.382	0.0	347.6652	-252.7743	-253.1633	0.0	-3.9769	-360.7926999999999	-364.7856999999999
2	33.0	-533.6047	14.0601	35.0801	17.8332	23.6273	4.3725	0.0	348.7955	-253.7159	-252.8748	0.0	-6.1566	-348.8674	-354.08099999999996
2	34.0	-514.2552	14.2408	36.7953	13.6113	18.5617	4.2367	0.0	323.1315	-245.9631	-245.7812	0.0	-7.2786	-356.73769999999996	-361.1563
2	35.0	-518.7934	14.8084	32.7081	8.8594	20.3526	4.3126	0.0	325.5933	-247.0563	-246.6989	0.0	-6.2139	-365.0718	-369.7418
2	36.0	-517.068	16.4323	33.5279	13.9186	22.4996	4.2065	0.0	327.5551	-250.3403	-249.9434	0.0	-8.8195	-357.6909	-362.2943
2	37.0	-527.9394	17.251	36.9484	17.1884	21.0715	4.3391	0.0	329.9231	-247.7174	-248.7015	0.0	-6.935	-356.85440000000006	-360.2094
2	38.0	-546.6145	17.035	33.5372	11.0053	23.2669	4.3354	0.0	364.8901	-261.6215	-262.7371	0.0	-4.8221	-360.1038	-363.3236
2	39.0	-539.3274	11.9666	38.6301	18.5523	23.2469	4.3162	0.0	361.3326	-264.0303	-264.0626	0.0	-7.8529	-353.19819999999993	-357.4821
2	40.0	-517.9209	15.5285	30.6463	13.2628	15.7955	4.3397	0.0	333.4199	-251.9143	-251.8451	0.0	-4.961	-361.73429999999996	-366.1431999999999
3	1.0	-523.0612	14.0301	29.4509	17.99	21.247	4.2969	0.0	335.8046	-254.7508	-253.5017	0.0	-6.7894	-360.53279999999995	-366.07879999999994
3	2.0	-531.6827	15.9699	30.99	14.8635	20.0115	4.3333	0.0	334.5936	-247.1919	-246.8916	0.0	-6.9023	-364.7147999999999	-369.3483999999999
3	3.0	-520.167	15.6278	35.3273	13.5073	21.2454	4.3571	0.0	333.5826	-255.3701	-255.0763	0.0	-6.9936	-358.5894	-363.2403
3	4.0	-523.0874	16.3248	29.2088	15.3295	20.1945	4.3794	0.0	326.8806	-247.0536	-246.7102	0.0	-6.8365	-364.3165	-369.0393
3	5.0	-528.4752	18.2309	32.2555	15.6064	23.6909	4.3557	0.0	327.2098	-245.7707	-245.6635	0.0	-4.3894	-357.1789	-361.6418
3	6.0	-518.4549	15.8432	34.667	8.3639	26.5586	4.4281	0.0	329.3689	-252.1803	-252.5821	0.0	-6.8572	-358.6644999999999	-362.6907999999999
3	7.0	-529.794	16.0574	29.1795	13.5494	21.6296	4.4341	0.0	336.9775	-253.3275	-252.539	0.0	-4.385	-364.8904999999999	-370.1130999999999
3	8.0	-536.9395	14.4018	35.051	14.608	13.5978	4.4238	0.0	337.7619	-247.2981	-247.26	0.0	-5.2239	-369.5791	-374.04099999999994
3	9.0	-523.6472	16.3744	34.0513	15.4591	17.0844	4.3941	0.0	325.0805	-242.8797	-242.9784	0.0	-5.1828	-359.36460000000005	-363.66
3	10.0	-529.959	14.7051	27.1963	10.2135	18.0701	4.4014	0.0	344.1737	-253.5056	-253.5485	0.0	-7.6331	-372.3804999999999	-376.73899999999986
3	11.0	-540.9753	15.7163	34.0419	10.2573	17.904	4.3005	0.0	355.5809	-248.7319	-248.1467	0.0	-7.4126	-358.73369999999994	-363.6193999999999
3	12.0	-543.2957	14.7889	39.9056	10.3311	20.0277	4.3153	0.0	356.106	-254.2425	-253.1785	0.0	-4.2413	-355.2409	-360.62020000000007
3	13.0	-525.7085	15.5512	35.8017	10.0886	25.7064	4.3172	0.0	333.2134	-248.3474	-248.1831	0.0	-8.3661	-357.57919999999996	-362.0607
3	14.0	-523.6594	19.63	37.8849	12.7371	17.6032	4.3802	0.0	325.8443	-246.7554	-246.3924	0.0	-6.2246	-358.1967	-362.9399
3	15.0	-525.8168	16.2188	31.0473	13.3935	25.0535	4.2743	0.0	333.7048	-253.319	-253.5254	0.0	-7.2497	-362.8997	-366.9676
3	16.0	-514.9508	13.7442	37.8693	14.0909	26.5262	4.3128	0.0	314.9666	-244.9486	-243.9742	0.0	-7.2204	-354.63539999999995	-359.9226
3	17.0	-528.1006	14.6492	39.3866	13.1654	19.6166	4.4193	0.0	334.4529	-251.8627	-251.7858	0.0	-5.0113	-359.20770000000005	-363.7039
3	18.0	-521.476	16.2554	34.8439	13.7543	25.0689	4.3953	0.0	325.6283	-247.3103	-246.4327	0.0	-6.0098	-353.97239999999994	-359.2453
3	19.0	-534.627	15.8863	37.4278	10.5048	21.5392	4.3339	0.0	339.9515	-249.1644	-249.956	0.0	-7.3728	-362.31229999999994	-365.85459999999995
3	20.0	-533.3625	16.5092	33.0661	13.3506	22.9052	4.2791	0.0	337.2168	-244.5231	-245.9439	0.0	-5.7469	-357.72630000000004	-360.5846
3	21.0	-527.2444	18.8221	34.7472	14.6939	18.4286	4.3211	0.0	329.7804	-243.4385	-245.271	0.0	-3.4064	-355.1285000000001	-357.61710000000005
3	22.0	-532.1314	16.8055	42.4489	14.1225	21.053	4.3065	0.0	329.6578	-244.0249	-244.6081	0.0	-5.1991	-353.54439999999994	-357.26769999999993
3	23.0	-527.9358	15.7586	33.2346	18.9546	17.7643	4.3666	0.0	338.4667	-251.7023	-251.3002	0.0	-5.6217	-356.3122999999999	-361.08099999999996
3	24.0	-529.0875	13.6413	39.7479	14.6523	18.1462	4.4041	0.0	342.9777	-258.5808	-258.134	0.0	-6.6982	-360.3502	-365.20109999999994
3	25.0	-520.4135	14.3456	32.4947	10.9172	17.9069	4.3473	0.0	322.4179	-249.3236	-248.4112	0.0	-3.8966	-370.2917	-375.55140000000006
3	26.0	-519.0701	14.2687	36.7932	17.2648	22.7193	4.4144	0.0	322.7991	-249.1008	-248.8852	0.0	-7.3106	-357.00640000000004	-361.63640000000004
3	27.0	-521.4809	15.938	25.8376	12.4503	19.4139	4.3843	0.0	331.8994	-252.9536	-251.2666	0.0	-5.9789	-368.8029000000001	-374.87420000000003
3	28.0	-536.2702	14.9318	40.9521	12.0006	24.1011	4.3809	0.0	349.5552	-256.3682	-254.7114	0.0	-6.2512	-351.31110000000007	-357.3488000000001
3	29.0	-531.143	14.7689	35.5926	17.0458	22.7543	4.3542	0.0	345.788	-260.2071	-258.2956	0.0	-6.6634	-355.7982	-362.06390000000005
3	30.0	-533.0684	15.9774	38.1313	15.8099	24.1043	4.3748	0.0	334.3469	-250.4263	-249.1602	0.0	-6.997	-356.48100000000005	-362.1219
3	31.0	-524.8291	14.9301	36.6434	16.9187	22.8762	4.3845	0.0	337.1792	-254.1858	-254.9588	0.0	-6.042	-352.8978000000001	-356.5093000000001
3	32.0	-528.6779	14.4258	34.9658	10.3581	15.892	4.4104	0.0	330.0028	-244.6842	-244.5016	0.0	-4.2889	-367.4135000000001	-372.0065000000001
3	33.0	-531.1351	17.0606	34.9271	9.8366	17.7397	4.4001	0.0	332.6273	-246.7609	-247.0382	0.0	-3.9776	-365.5595	-369.6823
3	34.0	-542.2164	16.6014	38.33	15.3836	22.6117	4.3688	0.0	344.1011	-247.0912	-247.9787	0.0	-6.9739	-355.77240000000006	-359.25370000000004
3	35.0	-523.5245	16.0771	31.2306	10.0381	20.7725	4.3783	0.0	331.4171	-247.5111	-248.3054	0.0	-5.289	-363.2052	-366.78920000000005
3	36.0	-530.992	15.0315	37.17	17.1193	23.2603	4.3894	0.0	338.0209	-250.6127	-250.9943	0.0	-6.0369	-353.0317999999999	-357.03959999999984
3	37.0	-528.9112	15.6177	32.379	23.2212	19.8551	4.3771	0.0	336.5607	-251.083	-250.3302	0.0	-4.8484	-352.07900000000006	-357.2089
3	38.0	-528.2152	14.3365	34.7465	14.0754	17.8154	4.3119	0.0	329.0479	-249.5897	-248.5506	0.0	-4.9007	-367.33289999999994	-372.6838999999999
3	39.0	-525.8857	17.4381	31.6285	15.4689	21.2647	4.3547	0.0	333.6137	-247.6154	-249.1061	0.0	-6.4829	-357.7061	-360.5701
3	40.0	-528.3548	17.1272	28.4504	18.5006	20.4953	4.3741	0.0	344.6729	-257.8517	-257.7307	0.0	-7.829	-360.2939999999999	-364.7890999999999
4	1.0	-517.0865	15.1748	26.9205	18.555	17.9089	4.3994	0.0	321.6916	-247.1689	-246.5307	0.0	-6.641	-365.608	-370.64559999999994
4	2.0	-534.6477	13.646	38.8102	19.7955	21.7697	4.3982	0.0	346.8915	-257.0176	-257.9618	0.0	-6.2537	-353.5521	-357.0061
4	3.0	-543.227	17.4126	32.382	12.4181	24.8497	4.3529	0.0	350.8645	-252.5403	-252.4698	0.0	-6.2578	-359.6747999999999	-364.09819999999996
4	4.0	-529.5129	18.3178	37.3411	12.7562	19.1888	4.3052	0.0	331.533	-246.7472	-247.6423	0.0	-5.0197	-358.73279999999994	-362.14289999999994
4	5.0	-540.0616	16.2694	27.3133	16.8701	20.2364	4.3562	0.0	354.7322	-253.1237	-253.1796	0.0	-6.7454	-360.209	-364.5093
4	6.0	-542.3979	15.1881	36.3597	20.3845	18.3741	4.3764	0.0	350.3117	-253.3923	-254.1835	0.0	-6.2804	-357.8673000000001	-361.45250000000016
4	7.0	-519.0365	16.6893	33.0434	12.5675	16.353	4.3266	0.0	328.372	-247.3049	-247.0893	0.0	-6.5498	-361.3238	-365.866
4	8.0	-538.5524	14.8672	30.3523	18.8324	24.9627	3.951	0.0	353.1103	-254.5001	-253.9087	0.0	-10.2797	-356.6649	-361.20730000000003
4	9.0	-536.2647	15.5684	29.5161	15.29	25.1516	3.5179	0.0	335.7869	-238.4515	-240.192	0.0	-14.9914	-366.6171999999999	-368.39459999999997
4	10.0	-537.3352	14.4693	30.7409	9.5586	22.7903	3.5656	0.0	344.2463	-247.596	-247.8072	0.0	-13.7567	-373.5281	-376.8825
4	11.0	-537.2727	15.639	35.733	13.4696	19.8273	3.5574	0.0	347.4574	-250.1437	-251.1506	0.0	-13.1006	-365.8401999999999	-368.3907
4	12.0	-527.0994	13.8333	40.7314	13.0611	22.0154	4.3302	0.0	334.9415	-248.7478	-247.8489	0.0	-7.8966	-353.93199999999985	-359.1610999999999
4	13.0	-525.3024	14.8138	41.7978	10.5006	18.2837	4.2334	0.0	336.4962	-255.8576	-256.2068	0.0	-8.2359	-363.61960000000005	-367.5038
4	14.0	-528.4366	15.6124	30.2275	17.8534	18.3533	4.2097	0.0	345.2682	-258.9188	-259.3609	0.0	-5.6223	-361.8953000000001	-365.66290000000004
4	15.0	-539.0298	17.2218	36.6447	13.9687	30.1804	4.2833	0.0	349.4567	-249.3576	-249.4487	0.0	-6.9723	-343.6952	-347.88739999999996
4	16.0	-531.3907	15.058	37.1799	17.7539	20.1728	4.3508	0.0	348.1431	-261.1033	-261.6888	0.0	-4.7713	-355.19230000000005	-358.9576
4	17.0	-522.1497	15.3765	29.0218	15.6951	16.8002	4.4105	0.0	331.8392	-251.8246	-251.3824	0.0	-6.5559	-366.94470000000007	-371.7974
4	18.0	-531.9518	14.7654	31.6017	16.9046	23.0249	4.3325	0.0	338.2903	-249.4371	-249.2852	0.0	-7.3803	-359.69790000000006	-364.1823
4	19.0	-538.1395	16.1139	39.4335	7.3515	19.5973	4.345	0.0	349.6209	-251.1607	-250.4641	0.0	-4.0833	-356.22479999999996	-361.26639999999986
4	20.0	-539.8426	17.5222	38.881	14.1058	24.623	4.3494	0.0	346.7178	-254.1066	-254.3289	0.0	-6.5089	-354.4811999999999	-358.60829999999993
4	21.0	-524.1454	15.6492	32.1395	10.7492	19.7	4.0771	0.0	334.3285	-251.2719	-250.9713	0.0	-8.7431	-367.21629999999993	-371.59399999999994
4	22.0	-540.8666	16.928	39.564	12.7219	21.8735	3.8962	0.0	354.272	-256.7164	-256.7267	0.0	-10.8584	-359.1961	-363.08200000000005
4	23.0	-525.4489	15.3427	40.7061	15.4937	22.2078	3.9256	0.0	337.8557	-255.1522	-255.375	0.0	-9.653	-354.94530000000003	-358.6481
4	24.0	-519.4188	16.465	30.1612	7.6627	20.3654	3.9187	0.0	330.803	-246.7732	-247.6927	0.0	-10.5755	-368.31100000000004	-371.31020000000007
4	25.0	-542.6162	14.9142	33.9346	12.6752	22.7974	4.0292	0.0	356.5317	-253.1003	-252.9312	0.0	-9.4543	-360.1194	-364.3177
4	26.0	-511.6747	15.4685	36.2598	9.8877	14.9494	4.2979	0.0	322.5382	-251.3209	-250.6223	0.0	-5.0868	-363.98229999999995	-368.9787999999999
4	27.0	-531.9987	16.3327	39.1191	13.4355	26.8243	4.2929	0.0	332.6193	-246.482	-246.196	0.0	-6.392	-351.96289999999993	-356.54179999999997
4	28.0	-552.2434	16.1649	37.9367	11.6996	17.0932	4.3532	0.0	365.2941	-253.121	-253.7547	0.0	-4.9765	-358.43289999999996	-362.15239999999994
4	29.0	-538.7696	16.6608	27.7669	8.9612	20.2134	4.2795	0.0	345.0814	-246.0689	-246.3631	0.0	-6.3884	-368.55789999999996	-372.54320000000007
4	30.0	-535.5088	17.5152	35.741	11.1508	18.1579	4.3636	0.0	358.4096	-262.5214	-263.5247	0.0	-5.3028	-358.9981999999999	-362.35849999999994
4	31.0	-527.8947	14.6166	35.7275	11.3186	19.4154	4.4097	0.0	347.1154	-259.3917	-258.7679	0.0	-6.3555	-360.41489999999993	-365.4484
4	32.0	-523.1564	14.6703	35.9874	11.1916	21.1746	4.3924	0.0	333.46	-253.4943	-252.9266	0.0	-5.6609	-360.86760000000004	-365.82770000000005
4	33.0	-520.5009	17.3938	37.3668	7.1319	17.796	4.2605	0.0	327.2508	-249.0869	-250.4617	0.0	-4.5997	-364.36249999999995	-367.2482
4	34.0	-541.8001	19.7391	35.7408	7.8146	22.8435	4.3976	0.0	345.9576	-246.4249	-247.0419	0.0	-5.9646	-358.3134	-362.094
4	35.0	-527.0024	14.8257	37.1263	11.8197	23.2528	4.3902	0.0	345.565	-258.6491	-258.322	0.0	-6.8586	-355.2033	-359.9206
4	36.0	-528.3832	17.8682	39.5755	14.9144	21.4939	4.2969	0.0	332.4007	-246.2823	-247.6043	0.0	-6.4773	-351.9152	-354.8901
4	37.0	-519.0065	20.8004	35.0491	8.9646	23.6303	4.3722	0.0	319.9956	-242.6445	-242.7237	0.0	-6.9853	-355.9032999999999	-360.1962999999999
4	38.0	-523.437	12.8173	38.1779	11.1228	25.7124	4.3954	0.0	340.3021	-258.2075	-257.661	0.0	-6.5802	-355.1503	-360.0922
4	39.0	-523.3942	15.0588	34.3177	10.2345	17.1259	4.3311	0.0	327.9524	-243.4451	-243.1758	0.0	-5.699	-363.24859999999995	-367.84899999999993
4	40.0	-527.7683	16.519	28.5151	14.8481	24.8383	4.4279	0.0	331.3914	-250.2708	-250.3869	0.0	-6.5988	-364.2141999999999	-368.52599999999995
5	1.0	-523.075	14.6324	32.0915	11.928	25.0692	4.0883	0.0	315.5403	-234.0357	-229.0499	0.0	-8.5173	-357.2925	-366.3666
5	2.0	-530.2862	16.1407	32.8993	14.3409	22.0528	4.3421	0.0	331.681	-245.6282	-245.7641	0.0	-3.1666	-357.76009999999997	-361.96629999999993
5	3.0	-530.3877	14.7421	29.3692	16.4282	20.1738	4.3543	0.0	339.3159	-252.7472	-252.2705	0.0	-6.3036	-364.57829999999996	-369.4093
5	4.0	-533.2011	17.1726	33.6051	14.8501	21.8374	4.413	0.0	342.8591	-253.2342	-254.4799	0.0	-5.429	-358.37269999999995	-361.53999999999996
5	5.0	-524.997	17.401	41.0094	13.6251	22.1206	4.404	0.0	327.3139	-251.8924	-251.1444	0.0	-7.0445	-357.3119	-362.46389999999997
5	6.0	-528.5619	15.4964	34.7555	16.2054	24.2999	4.3771	0.0	346.8596	-260.5812	-261.0196	0.0	-6.7387	-354.32630000000006	-358.2650000000001
5	7.0	-529.0112	16.3116	34.1122	18.7604	17.3549	4.2855	0.0	334.1318	-249.0087	-249.5085	0.0	-6.6069	-360.1702	-363.95590000000004
