	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	egb	epb	esurf	vdwaals	pb_tot	gb_tot
0	-604.7529824999999	16.656890000000008	31.948805	13.6693275	18.782582499999997	4.247352500000001	0.0	438.6296875	-242.81976249999994	-241.22678750000006	0.0	-5.9076875	-327.95281250000005	-333.79313999999994
1	-605.0018374999999	16.756495	33.85527499999999	12.312850000000003	19.039467499999997	4.2594175	0.0	436.4503025000001	-241.1264275	-239.501595	0.0	-5.988562499999999	-327.8181875000001	-333.7024375
2	-603.9446449999999	16.7647275	33.2686275	13.13424	18.5964575	4.25605	0.0	436.25704250000007	-241.87441250000012	-240.07708000000002	0.0	-5.5913	-327.33588	-333.3892625
3	-605.9649575	16.942399999999996	33.401875	12.782884999999998	19.383722500000005	4.213322500000002	0.0	437.1655075	-239.66759000000008	-237.93817750000008	0.0	-6.598274999999998	-326.6116975000001	-332.55443250000013
4	-608.3106925000002	16.8673875	33.79427750000001	13.1166	19.162455	4.217994999999999	0.0	442.6358225	-243.66568499999988	-241.8712975	0.0	-6.7553775	-327.14282999999995	-333.1552125
5	-608.2061275	16.667759999999998	34.2087025	13.10797	18.9518	3.9762174999999997	0.0	445.47467500000005	-245.34529500000002	-243.56263000000004	0.0	-8.472169999999997	-327.85380250000003	-333.612685
6	-605.2007300000001	16.542559999999998	33.2700525	13.20882	19.221845000000002	4.0824775	0.0	441.2167700000001	-242.831425	-240.95188000000002	0.0	-7.87457	-326.4846550000001	-332.4466775
7	-605.7073325	16.9509475	32.455749999999995	13.124655000000004	19.045839999999995	4.260787500000001	0.0	439.9997875	-243.40687500000004	-241.84242	0.0	-5.919179999999999	-327.6311650000001	-333.45640749999995
8	-605.5678624999999	16.983220000000003	32.246402499999995	13.028165000000001	18.847710000000003	4.277877500000001	0.0	440.31727250000006	-244.03748499999992	-242.5348475	0.0	-5.8359175	-328.23798	-334.01849500000003
9	-604.9369325	16.728362499999996	33.072342500000005	12.8944875	18.684512500000004	4.25323	0.0	439.50551499999995	-243.8412375000001	-242.13360500000007	0.0	-5.906014999999998	-327.8381025	-333.79896500000007
10	-608.3022250000001	16.720605	33.253229999999995	12.7325375	19.3004825	3.9761800000000003	0.0	445.6404525	-244.54431499999993	-242.94655000000003	0.0	-8.288752500000001	-327.91403999999994	-333.48798500000004
11	-603.681705	16.849535	32.4982675	12.563102500000001	18.681765000000002	4.25527	0.0	431.8690250000001	-237.34892000000005	-235.6715175	0.0	-5.447947500000002	-328.084205	-334.0168775000001
12	-610.4458900000002	16.4562575	33.0143875	12.694735	18.648692500000003	3.7386624999999993	0.0	452.15788999999984	-247.3648	-245.58196249999997	0.0	-10.520967499999998	-329.83819500000004	-335.35969499999993
13	-606.4643475	17.3476625	32.80131999999999	12.35146	19.00262	4.158924999999999	0.0	439.13555749999995	-240.64063999999993	-238.96785250000002	0.0	-6.435405000000001	-327.07006000000007	-332.9017725
14	-606.4424425000001	16.316804999999995	32.13652749999999	12.983155	18.426129999999997	4.2158	0.0	440.9731825	-243.04332250000002	-241.094875	0.0	-6.297212499999999	-328.7829300000001	-334.9471775
15	-605.11545	16.714665	32.918975	13.253499999999997	18.242332499999996	4.255560000000001	0.0	439.294315	-242.89308750000004	-241.26847249999997	0.0	-5.962720000000001	-327.66729499999997	-333.54747000000003
16	-602.1063925000001	16.305930000000004	32.555615	12.757144999999998	19.391205	4.2819425	0.0	433.68972500000007	-240.93325249999998	-239.02623749999992	0.0	-6.092219999999999	-328.24328750000006	-334.432245
17	-603.0912925	16.313502500000002	32.692445	14.1126225	18.308654999999998	4.160615000000001	0.0	429.6033975	-235.3062175	-233.44658250000003	0.0	-6.5373175	-327.883955	-333.904205
18	-608.270685	16.9655575	32.404007500000006	12.995042500000006	19.1677525	3.8625875	0.0	445.94465500000007	-244.10786	-242.38478250000009	0.0	-9.210825000000003	-328.52669	-334.11235500000004
19	-606.4740125000001	16.676975	32.448395000000005	11.743070000000001	19.005509999999997	4.0087825000000015	0.0	430.94011500000005	-232.20816999999997	-229.62636249999997	0.0	-7.755029999999998	-329.0325575	-335.62314749999996
20	-603.9037000000001	16.646932500000002	33.1913725	13.131575000000002	18.712312500000003	4.251215	0.0	436.81791000000004	-242.55333749999994	-240.7541075	0.0	-6.2639525	-328.17044250000004	-334.2208875
21	-604.72807	16.693725000000004	32.80934000000001	13.17635	18.5237425	4.258934999999999	0.0	438.1514	-242.48141999999993	-240.88665249999994	0.0	-6.0972075	-328.09843749999993	-333.95214000000004
22	-603.0235475000001	16.855092499999998	32.1063775	12.544055000000002	18.639765	4.2196075	0.0	436.55826750000006	-241.42193000000006	-239.93958000000003	0.0	-6.252232500000002	-328.292195	-333.9941525
23	-605.9934675	16.3409525	32.985759999999985	12.462322500000003	19.573735	4.093025000000001	0.0	437.3090975	-238.84233250000005	-236.79190250000005	0.0	-7.315534999999999	-327.3360124999999	-333.47946750000006
