replica	frame	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
1	1	14237.976	1132.0567	2596.9004	939.7525	3469.0401	74.5462	0.0	-23024.3998	-3362.5306	-2516.9103	-3015.3271	0.0	-6453.568799999999	-6180.911499999998
1	2	14291.1545	1150.9159	2563.7322	933.2715	3463.3981	74.8276	0.0	-22960.5427	-3404.9335	-2547.3624	-3083.5477	0.0	-6435.538800000001	-6188.980600000003
1	3	14354.4949	1160.4572	2541.4583	925.7259	3491.0235	73.0051	0.0	-23087.9474	-3407.6103	-2551.2306	-3052.5852	0.0	-6500.6234	-6218.603400000004
1	4	14300.6	1149.5753	2594.1645	949.9186	3535.2354	73.4969	0.0	-23070.0928	-3357.4123	-2547.1038	-3003.0486	0.0	-6371.6182	-6090.751399999997
1	5	14229.6013	1152.9652	2573.098	916.9044	3473.9096	74.842	0.0	-23000.4142	-3392.7602	-2538.8234	-3064.1238	0.0	-6510.677299999998	-6256.8829000000005
1	6	14261.3982	1147.0966	2469.0292	941.9248	3506.1461	74.342	0.0	-23069.9049	-3340.4624	-2515.9903	-2997.2317	0.0	-6526.420700000004	-6257.5320000000065
1	7	14335.72	1172.9695	2525.747	882.7845	3498.77	73.8843	0.0	-23023.4219	-3412.5993	-2519.472	-3099.001	0.0	-6465.617900000001	-6225.903900000005
1	8	14234.4934	1140.8982	2533.1209	919.6495	3490.4905	73.6383	0.0	-23031.6464	-3325.7179	-2567.3124	-3016.1518	0.0	-6532.385900000003	-6296.4581
1	9	14289.5206	1151.9224	2543.702	915.9914	3471.547	74.7264	0.0	-23052.3051	-3377.3997	-2518.1943	-3018.6337	0.0	-6500.4893	-6216.449700000001
1	10	14261.7333	1146.4213	2558.5181	932.4159	3491.7998	74.054	0.0	-22936.0392	-3479.9292	-2543.0253	-3139.6162	0.0	-6494.051299999999	-6227.792299999997
1	11	14280.548	1156.1182	2530.1555	953.8416	3442.1153	74.8165	0.0	-22997.1851	-3370.4221	-2547.4424	-3050.6508	0.0	-6477.4545	-6232.499699999997
1	12	14237.3411	1139.1173	2544.3081	976.4706	3463.4014	74.1851	0.0	-23000.8921	-3352.2223	-2531.3151	-3023.8015	0.0	-6449.6059000000005	-6195.370200000005
1	13	14224.1907	1165.296	2532.0238	925.2916	3481.9355	74.9205	0.0	-23017.1035	-3396.9207	-2530.3763	-3064.4263	0.0	-6540.742400000001	-6283.1685
1	14	14279.9531	1154.702	2502.8186	934.4002	3495.4432	75.2582	0.0	-23049.5527	-3397.1952	-2496.5145	-3051.0064	0.0	-6500.6871	-6229.7564999999995
1	15	14265.7178	1147.1396	2551.9748	942.9332	3464.4558	75.5641	0.0	-22932.6417	-3460.7762	-2520.2681	-3127.3479	0.0	-6465.9007	-6208.036499999998
1	16	14317.4972	1168.3283	2574.4859	922.2751	3479.9677	74.1573	0.0	-23156.174	-3305.1595	-2496.7435	-2977.6355	0.0	-6421.365500000002	-6167.998800000001
1	17	14194.0844	1131.3962	2548.3634	934.6613	3461.5144	76.4001	0.0	-23055.2798	-3308.0453	-2492.5099	-2982.5935	0.0	-6509.415200000005	-6260.363500000003
