replica	frame	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
1	1	14257.7396	1161.652	2568.5294	884.5085	3436.0812	73.9234	0.0	-23198.9178	-3269.3615	-2541.8732	-2985.4135	0.0	-6627.718399999997	-6417.693799999997
1	2	14321.0898	1191.7817	2550.1962	962.1383	3485.1374	73.0823	0.0	-23231.6391	-3305.2111	-2535.7794	-2987.1388	0.0	-6489.2039	-6244.2139000000025
1	3	14225.683	1128.4016	2532.0484	934.0311	3462.4046	73.4671	0.0	-23248.1849	-3174.5448	-2551.5417	-2842.2048	0.0	-6618.235599999999	-6359.362699999998
1	4	14288.026	1150.5927	2566.4924	946.5885	3498.6913	74.0428	0.0	-23239.8397	-3291.0801	-2519.6612	-2971.0008	0.0	-6526.147299999999	-6280.110800000002
1	5	14216.6925	1183.3996	2572.2446	930.3534	3440.2405	74.6272	0.0	-23200.1263	-3289.0699	-2527.916	-2941.6491	0.0	-6599.554400000001	-6326.7608
1	6	14296.3893	1197.0515	2470.4531	906.3911	3455.6587	73.8935	0.0	-23245.6799	-3237.613	-2545.8347	-2945.6861	0.0	-6629.290399999997	-6411.257000000001
1	7	14217.0832	1169.7018	2530.6897	940.168	3498.6652	74.1244	0.0	-23182.6976	-3301.2298	-2522.7224	-2973.1679	0.0	-6576.217499999999	-6322.279999999999
1	8	14203.3518	1146.0157	2553.6258	926.7091	3520.2866	74.3527	0.0	-23165.9071	-3302.1322	-2526.223	-3008.1994	0.0	-6569.9205999999995	-6350.340499999998
1	9	14189.315	1138.2205	2627.7322	943.6124	3499.6944	74.6589	0.0	-23084.4852	-3380.6972	-2545.4915	-3064.1337	0.0	-6537.440500000002	-6295.535899999999
1	10	14279.9741	1176.4417	2568.9929	909.6506	3471.5746	73.1089	0.0	-23327.9102	-3188.5516	-2548.4787	-2865.3115	0.0	-6585.197699999999	-6335.066499999997
1	11	14267.5317	1174.9813	2570.449	908.2951	3543.6498	73.4225	0.0	-23082.1304	-3396.3225	-2566.9563	-3097.4793	0.0	-6507.0797999999995	-6281.659100000001
1	12	14208.2578	1165.5046	2587.9581	936.1573	3467.7827	72.7014	0.0	-23109.8405	-3320.405	-2549.1849	-3008.74	0.0	-6541.068499999999	-6302.104900000002
1	13	14356.3365	1180.3884	2541.2425	911.6865	3486.9836	73.816	0.0	-23291.5041	-3275.4743	-2515.7279	-2978.5922	0.0	-6532.252800000002	-6309.186700000002
1	14	14264.8371	1143.7183	2583.8053	979.9086	3504.6241	73.9186	0.0	-23216.274	-3289.1508	-2586.6622	-2972.2804	0.0	-6541.275	-6298.323199999999
1	15	14278.3706	1166.2358	2573.0721	930.7604	3465.0691	73.3376	0.0	-23122.9999	-3375.568	-2557.3219	-3042.8285	0.0	-6569.044199999998	-6309.6422999999995
1	16	14334.8441	1174.7739	2545.7774	906.8411	3502.4384	73.2348	0.0	-23221.7313	-3256.0835	-2584.2575	-2956.6103	0.0	-6524.1626	-6297.924200000001
1	17	14314.7044	1175.1506	2542.6744	927.0338	3473.432	74.0265	0.0	-23192.9303	-3331.0145	-2546.826	-3013.3282	0.0	-6563.749099999999	-6320.0893
1	18	14260.6239	1165.2449	2574.0728	950.1792	3504.0212	72.8359	0.0	-23353.9336	-3158.7903	-2531.4917	-2838.126	0.0	-6517.237699999999	-6269.409300000003
1	19	14300.1675	1161.7701	2630.7	945.778	3488.0609	72.6543	0.0	-23317.0738	-3195.9575	-2568.066	-2888.7608	0.0	-6481.966499999999	-6247.4240999999965
1	20	14334.0867	1154.7829	2576.6198	920.7161	3476.9725	72.3323	0.0	-23359.0296	-3174.323	-2547.986	-2873.727	0.0	-6545.828300000003	-6317.5646000000015
1	21	14284.3252	1159.3516	2564.6343	945.6146	3491.8974	71.3569	0.0	-23377.762	-3169.8985	-2568.0302	-2841.2698	0.0	-6598.510699999999	-6341.2389
1	22	14269.2823	1146.125	2556.8974	930.3548	3470.2909	72.8006	0.0	-23125.1868	-3338.4195	-2580.1635	-3027.0624	0.0	-6598.0188	-6359.462299999999
1	23	14298.5478	1158.4841	2594.3576	937.2882	3478.2934	73.6442	0.0	-23232.9587	-3283.0331	-2588.21	-2967.8092	0.0	-6563.586499999998	-6322.006800000003
1	24	14235.5911	1168.6499	2589.9315	918.3869	3479.2046	73.8715	0.0	-23181.6427	-3310.5064	-2526.9859	-2963.4282	0.0	-6553.4995	-6280.292800000003
1	25	14220.1853	1136.325	2583.789	987.9899	3486.2535	73.6223	0.0	-23189.667	-3305.7016	-2549.3277	-2994.9073	0.0	-6556.531300000001	-6319.359300000004
1	26	14278.8561	1162.3277	2564.7318	926.1284	3512.0117	74.0613	0.0	-23371.603	-3170.483	-2531.6902	-2839.5294	0.0	-6555.659199999997	-6298.766899999999
1	27	14351.8141	1165.803	2499.1107	938.3947	3512.1865	73.7121	0.0	-23303.8397	-3278.8086	-2556.7317	-2965.7552	0.0	-6598.358900000002	-6359.017600000003
1	28	14338.5385	1158.3427	2535.6395	928.6313	3507.5064	73.595	0.0	-23361.9258	-3254.5971	-2550.4239	-2945.2742	0.0	-6624.693399999999	-6388.965499999998
1	29	14380.2117	1167.61	2514.5222	935.8051	3502.803	73.6623	0.0	-23295.0563	-3318.9699	-2549.1007	-3007.1759	0.0	-6588.512599999999	-6350.3809
1	30	14272.1761	1139.5004	2531.0965	936.461	3486.9354	75.3528	0.0	-23101.6953	-3404.8691	-2580.2998	-3090.7042	0.0	-6645.342	-6406.529900000001
1	31	14270.5716	1177.5253	2518.7003	918.5292	3458.0964	74.2423	0.0	-23105.0197	-3427.9834	-2523.4969	-3120.416	0.0	-6638.834900000003	-6405.509800000003
1	32	14270.1881	1168.2573	2565.5121	912.2081	3482.0015	73.6405	0.0	-23309.655	-3173.3205	-2522.6103	-2879.3204	0.0	-6533.778199999999	-6313.418600000001
1	33	14319.8847	1171.8855	2574.2866	937.0986	3482.4348	74.2272	0.0	-23332.9642	-3240.4422	-2529.2256	-2918.3556	0.0	-6542.814599999999	-6294.9552
1	34	14247.0483	1165.3605	2499.8909	963.4827	3498.6415	74.1603	0.0	-23146.8822	-3378.7028	-2536.5635	-3035.2104	0.0	-6613.564299999999	-6344.232199999999
1	35	14245.9883	1131.8935	2605.7465	919.9527	3521.6233	73.745	0.0	-23312.4526	-3206.7692	-2547.5792	-2886.9844	0.0	-6567.851700000001	-6321.811899999997
1	36	14361.7152	1157.085	2515.6591	943.3662	3483.6181	74.1937	0.0	-23236.4896	-3340.9755	-2549.216	-3026.2722	0.0	-6591.043799999999	-6350.534199999998
1	37	14334.727	1160.6083	2541.4536	924.5186	3454.0218	74.5235	0.0	-23269.491	-3312.0612	-2549.5187	-2975.8602	0.0	-6641.2181000000055	-6379.540600000004
1	38	14321.9859	1143.1878	2542.8799	953.0378	3465.3699	73.2666	0.0	-23304.7643	-3298.4525	-2528.2994	-2955.6655	0.0	-6631.7883	-6362.267899999999
1	39	14225.3365	1137.1036	2587.6462	982.4531	3485.943	73.8801	0.0	-23139.872	-3366.0376	-2531.2261	-3022.2488	0.0	-6544.773199999996	-6274.864499999996
1	40	14288.6622	1155.6354	2605.2624	896.6382	3465.6593	74.4691	0.0	-23268.9327	-3278.1453	-2558.2376	-2964.4188	0.0	-6618.989000000005	-6379.731600000003
2	1	14299.4108	1152.0363	2572.6838	893.0817	3465.4762	73.7816	0.0	-23275.0514	-3266.3949	-2534.1436	-2940.4724	0.0	-6619.119500000002	-6366.978600000002
