replica	frame	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
1	1	-185.9892	6.5711	9.9157	8.1437	11.2575	2.1011	0.0	60.2081	-17.7275	-1.2931	-16.4148	0.0	-106.81259999999999	-107.601
1	2	-182.1102	4.9767	11.5753	4.3887	8.9115	2.1019	0.0	56.0014	-15.6765	-1.3225	-15.3894	0.0	-111.15370000000001	-112.9685
1	3	-183.6662	6.2798	12.4015	7.3568	8.399	2.0779	0.0	57.6807	-17.132	-0.8657	-16.1233	0.0	-107.46820000000002	-108.53740000000002
1	4	-181.122	5.8018	8.5633	2.6802	11.4487	2.1166	0.0	55.272	-16.2162	-1.5977	-15.4431	0.0	-113.0533	-114.3968
1	5	-181.9407	5.6688	6.9705	8.3999	8.8785	2.1231	0.0	56.4178	-16.7813	-1.7204	-16.258	0.0	-111.9838	-113.58359999999999
1	6	-181.7683	5.8156	13.0083	10.7305	9.8297	2.1091	0.0	56.8442	-16.0807	-0.5292	-15.2665	0.0	-100.04080000000002	-101.33570000000002
1	7	-179.0756	5.0813	14.9297	2.6348	6.6676	2.1091	0.0	54.8338	-17.2272	-1.3208	-16.591	0.0	-111.3673	-112.84020000000001
1	8	-184.4474	5.966	9.1205	5.5078	9.1902	2.0795	0.0	56.5996	-16.7414	-1.4689	-15.6042	0.0	-114.19409999999998	-115.13639999999998
1	9	-178.3022	5.973	11.4212	3.6347	9.9906	2.1091	0.0	54.8422	-17.8087	-1.8957	-17.3482	0.0	-110.03579999999998	-111.68439999999998
1	10	-184.3151	5.6345	11.4795	4.8808	7.258	2.121	0.0	56.1908	-15.0261	0.2267	-14.0221	0.0	-111.54990000000001	-112.6669
1	11	-182.8227	4.4689	11.8539	4.8218	10.1612	2.1164	0.0	57.5657	-17.1239	-1.5556	-16.6026	0.0	-110.51429999999999	-112.1094
1	12	-183.4767	5.5892	14.405	4.8231	10.837	2.1109	0.0	57.5969	-17.3481	-1.8743	-16.6129	0.0	-107.33700000000002	-108.71270000000001
1	13	-182.7151	5.5722	8.4661	6.946	10.1684	2.0908	0.0	55.8203	-16.4017	-1.4235	-15.7234	0.0	-111.4765	-112.88899999999998
1	14	-182.9279	5.3258	10.0974	6.6163	6.8212	2.1165	0.0	56.8581	-16.0224	-1.5784	-15.5317	0.0	-112.69340000000003	-114.31920000000002
1	15	-180.1518	4.7964	10.6209	5.0822	10.3004	2.1113	0.0	57.0651	-17.4291	-1.6764	-16.9154	0.0	-109.281	-110.8786
1	16	-178.0103	4.9736	13.4473	2.5264	10.0833	2.1289	0.0	54.6121	-17.6972	-1.8578	-17.2778	0.0	-109.79369999999999	-111.50319999999999
1	17	-182.5189	5.5155	10.1205	6.7105	7.3666	2.1177	0.0	55.9776	-16.1752	-1.4805	-15.4994	0.0	-112.36620000000002	-113.80810000000001
1	18	-182.78	5.6404	10.9574	5.4896	11.5385	2.1147	0.0	58.1808	-17.8856	-1.7365	-16.7065	0.0	-108.4807	-109.41629999999999
1	19	-182.3575	5.4967	14.0823	5.5728	10.5711	2.1114	0.0	57.2907	-15.984	-1.2502	-15.3236	0.0	-104.46669999999997	-105.91769999999998
1	20	-184.2063	5.5062	11.643	6.8514	5.9841	2.0927	0.0	56.6018	-15.364	-0.7902	-14.2731	0.0	-111.6813	-112.68309999999998
1	21	-180.4259	4.9967	10.6781	3.8962	8.1216	2.1362	0.0	55.843	-16.6045	-1.814	-16.2035	0.0	-113.17260000000002	-114.90780000000001
1	22	-183.0383	6.1407	10.2759	4.0787	9.4667	2.1075	0.0	57.9926	-16.6231	-1.4769	-15.9826	0.0	-111.07619999999997	-112.54319999999998
1	23	-185.2159	6.9893	14.7555	4.2115	8.8527	2.1089	0.0	60.0572	-17.8955	-2.0337	-16.9079	0.0	-108.17000000000003	-109.29130000000004
1	24	-182.8677	6.5908	7.1238	5.9439	8.0421	2.1212	0.0	58.0142	-17.8621	-1.7751	-17.0009	0.0	-114.6689	-115.9289
1	25	-182.831	5.5532	11.5273	4.7893	7.5875	2.1241	0.0	56.4926	-16.3657	-1.2089	-15.6611	0.0	-112.3316	-113.7511
1	26	-184.5668	6.0492	10.2069	7.9577	6.3902	2.0862	0.0	57.5551	-15.9925	-1.3014	-15.1885	0.0	-111.61539999999997	-112.89759999999998
1	27	-182.9353	4.4494	11.0708	9.9492	9.7647	2.1251	0.0	58.2393	-17.4734	-1.8181	-17.0476	0.0	-106.62830000000001	-108.3276
1	28	-183.6874	4.9697	11.3192	3.6392	12.1321	2.1117	0.0	55.5723	-15.0417	-0.2263	-14.2758	0.0	-109.21119999999999	-110.557
1	29	-181.5982	6.6522	17.6472	6.3599	12.5953	2.1028	0.0	55.0822	-16.5798	-0.5231	-15.3669	0.0	-98.26149999999998	-99.1514
1	30	-182.2302	4.9764	8.5274	7.218	12.9037	2.1023	0.0	57.149	-16.7541	-1.6657	-16.1581	0.0	-107.77319999999999	-109.2795
1	31	-181.6076	5.1031	10.6482	5.0098	8.6725	2.1169	0.0	56.568	-16.7191	-1.3557	-16.1035	0.0	-111.56389999999999	-113.06519999999999
1	32	-181.8989	5.0799	15.8054	8.6246	6.4986	2.0868	0.0	55.5253	-16.9302	-1.8097	-16.0303	0.0	-107.01819999999998	-108.20509999999999
1	33	-181.5648	5.8621	11.4762	1.5699	9.3226	2.1123	0.0	57.0968	-17.4985	-1.5652	-16.6296	0.0	-113.18860000000001	-114.432
1	34	-181.434	4.9731	7.8379	6.1188	10.354	2.117	0.0	55.7762	-16.5931	-1.839	-16.2663	0.0	-112.6891	-114.4793
1	35	-181.5005	5.347	9.9093	5.7627	7.3659	2.1272	0.0	56.1708	-16.3955	-1.8293	-15.7615	0.0	-113.04239999999999	-114.53559999999999
1	36	-178.1142	5.0126	14.287	6.7576	6.7668	2.1154	0.0	53.7651	-16.6774	-1.5688	-15.9779	0.0	-107.65590000000002	-109.07180000000002
1	37	-189.9995	7.6354	9.7065	8.3205	9.6684	2.0836	0.0	63.1372	-17.3497	-0.7956	-16.0683	0.0	-107.59320000000001	-108.39540000000002
1	38	-180.6995	5.0224	12.6155	3.249	9.9284	2.1342	0.0	57.5932	-18.1151	-2.0412	-17.763	0.0	-110.3131	-112.0952
1	39	-183.3935	5.7108	7.2386	5.8068	9.3245	2.109	0.0	57.9022	-16.5398	-1.6682	-15.8059	0.0	-113.50959999999998	-114.88469999999998
1	40	-184.7962	5.6913	13.528	5.167	8.2324	2.1037	0.0	57.6632	-16.3042	-1.677	-15.3706	0.0	-110.3918	-111.5619
2	1	-184.1347	5.9799	14.7029	4.5564	10.7633	2.0982	0.0	55.8665	-16.0968	-0.908	-14.9539	0.0	-107.17230000000002	-108.12760000000003
2	2	-182.2692	5.5184	13.5711	3.8687	9.7231	2.1335	0.0	56.4589	-16.2552	-1.6606	-15.5449	0.0	-108.91130000000004	-110.33450000000003
2	3	-178.9224	5.6362	14.0349	5.3114	9.6584	2.1273	0.0	55.7708	-17.483	-1.6648	-17.0412	0.0	-105.53120000000003	-107.21670000000002
2	4	-183.1174	6.1698	10.1718	2.4773	8.0545	2.1257	0.0	56.3837	-15.6505	-0.569	-15.0039	0.0	-113.95409999999998	-115.4332
2	5	-183.8505	5.9659	9.9751	3.2692	8.1088	2.1069	0.0	58.5638	-16.7945	-1.1686	-16.0351	0.0	-113.8239	-115.17139999999999
2	6	-180.3193	5.1722	9.9651	2.4561	7.5222	2.1352	0.0	55.4754	-15.8315	-0.6646	-15.3856	0.0	-114.08919999999999	-115.7785
2	7	-184.6848	5.8605	15.6659	8.4885	10.0611	2.1159	0.0	56.0766	-15.9641	-1.2251	-14.7126	0.0	-103.60549999999998	-104.4699
2	8	-180.3041	4.9224	14.0584	3.4261	9.1738	2.1075	0.0	54.7064	-16.119	-1.3627	-15.5994	0.0	-109.3912	-110.97909999999999
2	9	-177.7018	5.2807	11.0872	4.6394	7.3645	2.1282	0.0	53.3577	-16.0301	-1.3236	-15.5992	0.0	-111.1978	-112.8951
2	10	-181.9474	5.5374	8.7134	3.9829	9.2484	2.1179	0.0	56.5064	-16.5734	-1.1976	-15.7764	0.0	-113.612	-114.93289999999999
2	11	-185.2118	5.8215	7.7995	10.7519	9.769	2.1012	0.0	58.6248	-17.0284	-1.9675	-16.3277	0.0	-109.33980000000003	-110.74030000000002
2	12	-179.1878	5.2126	11.3496	2.6825	6.5009	2.1174	0.0	55.9356	-16.9641	-1.8422	-16.5391	0.0	-114.19550000000002	-115.88790000000002
2	13	-180.9836	5.0086	8.8718	2.1184	7.5208	2.1185	0.0	55.3265	-15.6878	-0.3903	-15.1256	0.0	-116.0971	-117.6534
2	14	-183.6284	4.9825	12.3918	6.4833	7.3093	2.0881	0.0	59.0145	-17.0899	-1.6384	-16.4755	0.0	-110.08720000000001	-111.5609
2	15	-180.6609	5.6256	9.8276	4.6935	10.2684	2.1458	0.0	58.0001	-18.6779	-2.0153	-18.3862	0.0	-110.79310000000001	-112.64720000000001
2	16	-181.6176	6.3582	10.243	3.6326	9.979	2.1083	0.0	55.535	-15.902	-0.4552	-15.2167	0.0	-110.11870000000002	-111.54170000000002
2	17	-182.1789	6.5008	7.812	5.6582	9.1819	2.1205	0.0	56.9733	-17.1098	-1.6337	-16.2328	0.0	-112.6757	-113.91919999999999
2	18	-180.1517	5.589	15.0873	2.6665	8.266	2.0787	0.0	54.1816	-15.2135	-1.4605	-14.8392	0.0	-108.95659999999998	-110.661
2	19	-182.6293	5.66	11.0844	3.2585	8.0196	2.1068	0.0	56.5116	-16.8199	-1.6275	-16.0373	0.0	-114.43579999999999	-115.75999999999999
2	20	-180.8793	5.507	11.3738	2.4207	7.987	2.094	0.0	56.3376	-16.2993	-1.6853	-15.8484	0.0	-113.1438	-114.78689999999999
2	21	-180.9108	6.3715	9.7631	4.2466	9.8776	2.0954	0.0	56.5613	-17.0422	-1.6851	-16.637	0.0	-110.7226	-112.41279999999998
2	22	-180.9739	4.7568	13.2961	5.0761	6.6361	2.0791	0.0	54.1941	-15.2268	-0.4771	-14.5508	0.0	-110.63949999999998	-112.0426
2	23	-179.7036	5.5444	15.4628	7.048	9.2672	2.1211	0.0	56.0367	-16.8944	-1.1851	-16.4953	0.0	-102.30290000000001	-104.0249
2	24	-186.8978	6.4052	11.039	10.0993	10.3655	2.1088	0.0	60.0625	-17.901	-2.1082	-17.0008	0.0	-106.82669999999996	-108.03529999999998
2	25	-183.9154	6.5674	10.3613	4.3875	6.7628	2.1086	0.0	57.0277	-16.1125	-1.0011	-14.98	0.0	-113.81370000000001	-114.78980000000003
2	26	-181.0498	5.3372	10.1073	5.5753	9.0707	2.1311	0.0	56.7407	-16.8052	-1.8794	-16.2589	0.0	-110.77210000000001	-112.35690000000001
2	27	-184.8945	6.7573	8.7471	6.1145	8.0259	2.101	0.0	57.4378	-16.283	-0.4485	-15.2082	0.0	-112.44239999999999	-113.4686
2	28	-180.4543	4.9934	12.2414	3.5035	9.326	2.1209	0.0	56.4147	-17.2739	-1.8996	-16.9875	0.0	-111.02789999999997	-112.86239999999998
2	29	-179.4818	5.0127	11.8954	3.818	9.2884	2.1267	0.0	53.5682	-15.3936	-1.4974	-14.8558	0.0	-110.6634	-112.25229999999999
2	30	-183.9645	5.4717	14.277	6.7579	6.9126	2.1099	0.0	57.9874	-16.6797	-1.4842	-15.8869	0.0	-108.61189999999999	-109.92899999999999
2	31	-180.4056	5.9755	11.7409	5.3444	10.9654	2.1121	0.0	55.9469	-17.5678	-1.6303	-17.0049	0.0	-107.51849999999999	-109.06769999999999
2	32	-181.1875	5.3461	8.233	4.7245	8.8656	2.1263	0.0	57.4242	-17.3589	-1.8417	-16.8675	0.0	-113.66839999999999	-115.30329999999998
2	33	-185.9787	5.0774	12.5941	4.81	9.8313	2.1323	0.0	59.4659	-16.8376	-1.8357	-16.2078	0.0	-110.741	-112.24349999999998
2	34	-183.3364	5.8349	11.1853	3.9459	9.2609	2.1036	0.0	59.0551	-17.6278	-2.0197	-17.069	0.0	-111.59819999999999	-113.14299999999999
2	35	-183.468	5.8791	10.7386	5.2017	8.7885	2.1044	0.0	56.9622	-16.797	-1.6611	-15.9738	0.0	-112.25159999999998	-113.53279999999998
2	36	-179.4066	5.1841	13.8444	4.4417	11.1508	2.1366	0.0	57.2638	-18.1408	-1.9326	-17.723	0.0	-105.45859999999998	-107.17739999999998
2	37	-183.1454	5.7547	8.3271	2.8263	7.7505	2.0688	0.0	56.1595	-15.971	-0.5309	-15.1914	0.0	-116.76039999999998	-118.04959999999997
2	38	-182.4619	6.5115	10.188	4.3216	7.9454	2.1282	0.0	57.4878	-17.0342	-1.6222	-16.204	0.0	-112.5358	-113.8338
2	39	-180.9985	5.2385	11.4715	2.8571	10.5522	2.1144	0.0	56.9301	-16.7477	-1.595	-16.244	0.0	-110.17740000000002	-111.78810000000001
2	40	-183.1669	5.8763	9.1847	3.6111	6.7602	2.1179	0.0	57.984	-16.2892	-1.4348	-15.5121	0.0	-115.35669999999999	-116.69749999999999
3	1	-182.2561	6.0093	10.4851	4.8087	9.2311	2.1243	0.0	57.5718	-17.0052	-1.9276	-16.3774	0.0	-110.9586	-112.45509999999999
3	2	-181.291	5.8227	10.5405	2.1863	9.1102	2.0982	0.0	56.2775	-16.9964	-1.539	-16.2015	0.0	-113.79100000000001	-115.09429999999999
3	3	-177.6603	4.743	9.7357	4.5471	7.7804	2.1172	0.0	54.3233	-16.8436	-1.211	-16.171	0.0	-112.4682	-113.9128
3	4	-182.6373	5.0898	12.0901	3.1086	8.1914	2.1167	0.0	57.637	-16.793	-1.7615	-16.4291	0.0	-112.95820000000002	-114.71100000000001
3	5	-183.4456	5.0244	13.7744	8.31	10.9819	2.1026	0.0	57.1891	-16.2951	-0.9088	-15.3871	0.0	-103.26709999999999	-104.46169999999998
3	6	-181.2167	5.3274	14.9349	4.2774	8.635	2.096	0.0	56.1343	-17.4992	-1.735	-16.857	0.0	-109.04589999999999	-110.49969999999999
3	7	-181.4639	5.2764	10.67	4.506	8.0302	2.1187	0.0	56.9917	-17.4008	-1.7685	-16.792	0.0	-113.04020000000001	-114.55010000000001
3	8	-177.4951	5.6692	10.6991	7.1968	9.4103	2.1341	0.0	53.9506	-17.4406	-1.8507	-16.919	0.0	-107.72630000000001	-109.3388
3	9	-183.2798	5.5932	8.8462	1.7824	10.9397	2.1058	0.0	58.7848	-17.0392	-1.427	-16.4212	0.0	-113.6939	-115.1817
3	10	-182.0864	4.8871	10.832	4.3143	9.4409	2.1112	0.0	56.8076	-17.2083	-1.8116	-16.4692	0.0	-112.7132	-114.08529999999999
3	11	-184.0195	6.4536	10.0747	5.3472	10.1617	2.0913	0.0	55.942	-15.7553	1.7098	-14.4802	0.0	-107.99450000000002	-108.8107
3	12	-182.7182	4.9696	12.744	4.6728	11.9967	2.099	0.0	56.9584	-16.6428	-1.4364	-16.1736	0.0	-107.35690000000001	-108.98670000000001
3	13	-185.1903	6.5938	11.8479	5.5505	10.9179	2.0894	0.0	58.0827	-16.4719	-1.2329	-15.4351	0.0	-107.81290000000001	-108.8655
3	14	-186.5484	7.3942	10.7706	10.7984	8.6167	2.0941	0.0	59.2978	-16.7101	-1.6926	-15.5555	0.0	-105.97929999999998	-106.91879999999998
3	15	-182.6215	5.6465	12.0814	2.9076	10.5032	2.098	0.0	56.8702	-15.8132	-0.5023	-15.12	0.0	-108.8301	-110.23489999999998
3	16	-179.9946	6.0687	11.7488	9.3883	9.351	2.1134	0.0	56.0837	-16.4754	-0.7917	-15.8427	0.0	-102.50779999999999	-103.98849999999997
3	17	-184.9679	6.3351	10.6349	3.4236	13.239	2.1058	0.0	59.4898	-17.0596	-1.8073	-16.3157	0.0	-108.60659999999996	-109.96849999999996
3	18	-178.9772	5.6142	8.4236	1.2738	9.4684	2.11	0.0	54.3043	-16.0581	-1.5226	-15.6193	0.0	-115.3636	-117.03480000000002
3	19	-181.1865	5.5167	8.7114	4.758	13.9858	2.1417	0.0	57.7546	-17.7882	-1.5878	-16.8963	0.0	-107.6943	-108.94409999999999
3	20	-185.082	6.2006	14.7532	7.5554	6.1006	2.0831	0.0	56.1778	-16.2188	-1.1426	-15.0574	0.0	-109.57269999999998	-110.49439999999997
3	21	-183.7897	4.9143	12.6325	4.9019	8.5557	2.0944	0.0	57.113	-16.1535	-1.1047	-15.6024	0.0	-110.8361	-112.3794
3	22	-181.7419	6.2602	9.7973	4.2739	9.7394	2.1127	0.0	57.1001	-17.0396	-1.9116	-16.2122	0.0	-111.40949999999998	-112.69479999999999
3	23	-181.8563	5.2308	9.3147	4.4729	7.463	2.1146	0.0	56.4778	-16.4796	-1.5621	-16.048	0.0	-114.82420000000002	-116.50720000000001
3	24	-182.4194	4.9024	11.0284	9.6184	8.3904	2.1087	0.0	56.8074	-17.1735	-1.8761	-16.3207	0.0	-108.61330000000001	-109.8692
3	25	-183.702	5.3894	10.2435	11.0094	9.4431	2.0779	0.0	56.6209	-16.6966	-1.0146	-15.6635	0.0	-106.62900000000003	-107.67380000000003
3	26	-180.3075	5.0052	8.9332	6.0657	9.6554	2.1347	0.0	55.9419	-17.161	-1.1827	-16.4824	0.0	-110.91510000000001	-112.37120000000002
3	27	-181.3956	6.0946	17.0087	2.4779	6.2977	2.1205	0.0	55.4252	-15.8278	-0.8608	-15.3419	0.0	-108.65959999999997	-110.29419999999999
3	28	-184.8647	5.0677	9.8103	8.2457	13.2903	2.0797	0.0	58.0937	-17.1441	-1.5868	-16.0916	0.0	-107.00819999999997	-108.03539999999998
3	29	-183.6318	5.547	11.0767	5.388	8.3302	2.1239	0.0	58.3662	-17.0095	-1.4508	-16.2398	0.0	-111.26010000000001	-112.61430000000001
3	30	-180.7442	5.364	10.8197	3.0104	9.43	2.1228	0.0	55.6626	-15.994	-0.8551	-15.3521	0.0	-111.1838	-112.66470000000001
