	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
0	-747.3860174999999	16.983865	36.258472499999996	14.618172500000004	20.338837500000004	4.718565	0.0	497.89953750000006	-250.17291500000002	-6.61438	-250.32082749999995	0.0	-413.35586250000006	-418.22234
1	-748.8578849999999	17.460305000000005	37.531919999999985	14.66062	20.3106175	4.6802725	0.0	495.45334	-247.18135249999995	-6.4341775	-247.1969699999999	0.0	-412.3763400000001	-417.07223000000005
2	-749.4105275	17.189710000000005	36.997350000000004	15.388457499999998	20.351425	4.685112500000001	0.0	496.34056250000003	-247.5243125	-6.547537499999999	-247.39066499999998	0.0	-412.52976000000007	-417.0812250000002
3	-746.9841325	17.228005000000007	37.466012500000005	14.032672499999999	20.0542425	4.682272499999998	0.0	495.0279274999999	-247.199825	-6.2271424999999985	-247.33366000000007	0.0	-411.91996749999987	-416.73607499999997
4	-748.6429950000002	16.993327500000003	37.08613249999999	14.682992500000003	20.088537499999997	4.677825	0.0	495.3183174999999	-246.71290750000003	-6.705450000000001	-246.6949525	0.0	-413.21422	-417.87409000000014
5	-748.4157724999997	16.711552500000003	38.01583999999999	14.761795000000001	20.985485000000004	4.714285000000002	0.0	495.3445024999999	-247.661125	-6.30641	-247.554915	0.0	-411.84984749999995	-416.4579225000001
6	-749.2433900000002	16.597177500000004	38.14333749999999	14.212352499999998	19.6877325	4.647985	0.0	500.2488300000001	-250.2536800000001	-6.86483	-250.31037499999994	0.0	-412.824485	-417.52916500000003
7	-745.5799074999999	16.475502499999997	37.6109775	13.663757500000003	20.143782500000007	4.69467	0.0	494.40899	-247.90916249999992	-6.533192500000001	-248.29254499999996	0.0	-413.02458250000007	-418.1026350000001
8	-749.1609225000002	17.218449999999997	37.9179825	14.13646	20.601195	4.692850000000001	0.0	499.9764375000001	-250.79862000000003	-6.768902500000001	-251.03904500000004	0.0	-412.18507	-417.118345
9	-748.5189075	16.521925000000003	36.81317	14.575200000000004	19.901439999999994	4.7001349999999995	0.0	497.92844749999995	-249.05451	-6.506189999999999	-249.1604325	0.0	-413.63928999999996	-418.4453474999999
10	-749.5349299999999	17.114790000000003	38.000017500000006	14.192354999999996	20.600579999999994	4.698194999999999	0.0	498.462445	-249.00510499999996	-6.272270000000001	-249.3525725	0.0	-411.7439225	-416.7895849999998
11	-749.3122650000001	17.039659999999998	37.94385	13.734380000000002	19.704494999999998	4.654614999999999	0.0	499.4697474999997	-249.7153449999999	-6.94183	-250.09894250000002	0.0	-413.4226925	-418.460905
12	-747.6935250000001	16.5788175	37.76209249999999	15.2994675	20.328944999999997	4.6921349999999995	0.0	497.363995	-249.52788499999997	-6.6839175	-249.63304999999997	0.0	-411.87987499999997	-416.677175
13	-746.1340500000001	16.875362500000005	37.589952499999995	14.016729999999999	19.8357225	4.6885725	0.0	495.62123249999996	-248.92186499999997	-6.642135000000001	-249.13908499999997	0.0	-413.07047750000004	-417.97626999999994
14	-746.770655	17.162619999999997	37.7934025	13.595485	21.194892499999995	4.711435	0.0	497.2287875	-250.40580499999993	-6.344335000000001	-250.74965749999996	0.0	-411.8341725	-416.88946
15	-749.4463450000001	16.852644999999992	37.531255	14.160367499999998	19.231187499999997	4.6613999999999995	0.0	496.77413499999994	-247.30275500000008	-6.761710000000001	-247.6437425000001	0.0	-414.29982	-419.3022074999999
16	-749.9206975	16.755907500000003	37.6492575	13.962672500000002	20.4905575	4.489067499999999	0.0	500.4348575	-248.6085775	-7.94024	-248.65335499999998	0.0	-412.6871950000001	-417.22104
17	-746.7372624999999	16.348464999999997	37.1868275	14.4148225	19.602800000000002	4.6989225	0.0	495.4180775	-247.85792750000005	-6.660145000000002	-248.05037000000002	0.0	-413.58542	-418.4767850000001
18	-749.6801874999999	16.678227499999995	37.3007725	14.498962500000001	20.3858475	4.656275	0.0	498.77388499999995	-248.78077	-6.944909999999998	-248.95800749999998	0.0	-413.11189749999994	-417.9454100000001
19	-748.3228200000001	16.83302	37.544675	15.254335000000001	20.217689999999997	4.7133400000000005	0.0	495.66278249999993	-246.85290500000002	-6.9409775	-246.99169500000002	0.0	-411.8908600000001	-416.74299
20	-747.1714799999999	16.675035	38.00525749999999	14.656712500000006	19.9367175	4.7122125	0.0	496.00761750000004	-249.70419499999994	-6.4935149999999995	-250.06819500000012	0.0	-413.3756375	-418.4518500000001
21	-747.095635	16.3366875	38.4040975	14.405217500000003	20.5004225	4.7180025	0.0	496.39606000000003	-249.30694749999998	-6.483815	-249.65611750000008	0.0	-412.12591000000003	-417.19308250000006
22	-748.80221	16.678047499999998	37.6793675	14.708554999999999	20.353865	4.659822499999999	0.0	494.899345	-245.70312749999994	-7.149887500000001	-245.76120499999993	0.0	-412.6762224999999	-417.39412250000004
23	-749.5681025000001	16.997030000000002	35.858742500000005	14.324459999999998	20.516105000000003	4.663485	0.0	500.42316499999987	-249.5715575	-6.483039999999998	-249.86714250000006	0.0	-412.8397125	-417.7987825
24	-745.3199725000002	16.4312175	38.22397749999999	14.709627499999996	20.577715000000005	4.669689999999999	0.0	491.02839000000023	-244.81548249999997	-7.095752499999999	-244.95396749999995	0.0	-411.5905900000001	-416.3987650000001
