	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
0	14267.268552500003	1157.3661574999999	2556.4304	934.6688899999999	3480.970194999999	73.9161225	0.0	-23059.433345	-3354.8882325000004	-2531.3148075000004	-3008.1908949999993	0.0	-6475.016067499999	-6202.2348525
1	14307.472595000003	1157.9065275	2534.5309775	925.0534500000003	3483.3737525000006	75.35611000000002	0.0	-22977.453717499997	-3452.132367500001	-2535.4578150000007	-3103.7452925000007	0.0	-6481.3504875	-6208.319522499999
2	14237.323982499996	1156.3050700000001	2550.513185	928.0116224999998	3481.6682700000006	73.9924725	0.0	-22993.666172499998	-3364.7922100000005	-2522.20401	-3037.085785	0.0	-6452.847789999999	-6199.133837500001
3	14246.782252500003	1157.8240825	2547.7321949999996	931.2410325000001	3474.6435074999995	73.66419	0.0	-23096.041685	-3279.3103700000006	-2528.0230275000004	-2945.3058750000005	0.0	-6471.4878224999975	-6211.1475175000005
4	14268.848032499998	1152.450865	2544.8476950000004	926.4324449999997	3486.1804825	74.94600000000003	0.0	-22837.046687500002	-3517.057667500001	-2531.3105549999996	-3199.1366650000004	0.0	-6431.709390000001	-6188.734387500001
5	14253.071439999996	1152.1707625000004	2548.76091	920.6799775	3471.462975000001	73.64460999999999	0.0	-22941.945359999998	-3406.5883125	-2541.4375175	-3081.11305	0.0	-6470.180515	-6218.349862500001
6	14290.353367500004	1155.5635900000002	2551.0033825	928.1187374999997	3497.5697575000004	74.22168500000001	0.0	-23069.208774999996	-3355.365805	-2540.8532800000003	-3006.9799000000003	0.0	-6468.597339999999	-6194.433119999999
7	14273.516495000003	1156.0671800000002	2547.0509925	935.0215024999998	3475.763894999999	74.80692750000004	0.0	-23017.252767500002	-3387.0403799999995	-2526.858945	-3047.8708125000003	0.0	-6468.9251	-6204.562459999997
8	14288.068462499996	1148.9401350000003	2544.1670625	925.8297200000003	3482.7910699999993	75.72804	0.0	-22956.49935249999	-3450.77487	-2531.0850975000003	-3115.2137125	0.0	-6472.834829999999	-6213.001712499999
9	14292.463322500003	1154.7104099999997	2551.05721	926.9214950000002	3479.5607375	74.45998500000002	0.0	-23008.269465000005	-3372.156145	-2527.5164875	-3057.708312500001	0.0	-6428.768937499999	-6188.781089999999
10	14245.3206075	1156.3246050000002	2548.495967499999	924.8685125	3473.4559200000012	73.37382	0.0	-22980.404545000005	-3356.3323175000005	-2545.877722499999	-3024.3793450000007	0.0	-6460.7751525	-6202.196
11	14312.516515000001	1154.9482775000001	2549.2911275000006	925.2242875	3480.4565975000005	75.2036675	0.0	-23021.8789375	-3411.876135000001	-2520.8178025	-3073.2512925	0.0	-6456.932402499999	-6193.511227500002
12	14245.492214999997	1152.4875275	2559.8603525	926.5294675000001	3480.0845925000003	73.941295	0.0	-22909.798785	-3415.3987675000003	-2535.7322575	-3091.5400425000003	0.0	-6422.534359999999	-6172.616930000001
13	14271.476002499996	1147.7600274999998	2548.469235	928.6895700000002	3491.881295	73.82556249999999	0.0	-23001.8607325	-3383.2718225000003	-2549.26211	-3050.4587875000007	0.0	-6472.2929724999985	-6213.305500000002
14	14240.8007475	1153.5006400000004	2551.2707374999995	935.6221575	3481.3404399999986	73.96956750000001	0.0	-23044.489394999993	-3323.7366374999992	-2532.9883375	-2986.7960524999994	0.0	-6464.710080000001	-6201.739062499997
15	14309.799827500003	1155.5146124999999	2554.190904999999	919.0403549999999	3475.0457774999995	74.397235	0.0	-23122.20509	-3313.2508224999997	-2521.79209	-2979.4520825000004	0.0	-6469.25929	-6209.857785
16	14251.478629999998	1157.2368575	2557.4894725	927.7242975000001	3479.2464600000008	74.9946575	0.0	-22967.238212499997	-3401.7396600000006	-2527.8212775	-3068.34909	0.0	-6448.628775	-6190.232862499999
17	14271.2491625	1156.2274975	2554.188579999999	931.0840575	3484.257912499999	74.47435499999997	0.0	-23006.522117500004	-3391.2497025	-2530.428999999999	-3059.3650324999994	0.0	-6456.719255	-6199.30894
18	14259.334634999997	1152.4746875	2554.8591249999995	937.0791149999999	3472.8470499999994	74.10221749999998	0.0	-23052.932275000003	-3322.0594125000002	-2531.1121349999994	-2993.6708075	0.0	-6455.4069925	-6201.120605000002
19	14265.348005000002	1155.0078474999996	2559.3247975	927.7048850000001	3475.2910575	74.380015	0.0	-22943.446135	-3427.0389125	-2538.107079999999	-3093.3267375000005	0.0	-6451.5355199999985	-6192.203360000001
20	14256.071305000001	1154.52434	2547.324170000001	922.7772599999998	3475.3096975	74.63860999999999	0.0	-22988.345332499994	-3378.6815000000015	-2526.845675	-3053.807065	0.0	-6463.227125000001	-6212.9913
21	14268.950927500002	1156.5165775	2542.8449975000008	928.0794000000002	3482.603585	73.01003250000001	0.0	-23044.062897499996	-3317.50951	-2534.3107675	-2998.5702299999994	0.0	-6443.877654999998	-6197.948407499999
22	14245.201282500004	1153.7757450000001	2567.1284349999996	930.827275	3472.3836775000004	74.17961500000001	0.0	-23047.055612499997	-3320.5637225	-2520.3847225	-2989.14637	0.0	-6444.508027500001	-6187.27029
23	14234.012192499998	1152.0367325	2542.829055	927.5925675000001	3473.4003000000002	75.80636000000001	0.0	-22825.9019825	-3506.3498624999984	-2519.4653	-3174.4908550000005	0.0	-6446.039937500002	-6189.987289999999
24	14234.765975000002	1153.4191824999996	2541.6223849999997	935.7170849999999	3474.0734675000012	74.12442499999999	0.0	-23020.045812499997	-3330.4426900000008	-2522.3837550000003	-3001.5711549999996	0.0	-6459.149737500001	-6204.402627499998
