	1-4_eel	1-4_vdw	angle	bond	dihed	ecavity	edisper	eel	epb	vdwaals	egb	esurf	pb_tot	gb_tot
0	13786.225077500003	1164.7118525	2575.493270000001	943.8204775	3497.3570875000005	73.134835	0.0	-22909.2315575	-3331.637365	-2569.726402499999	-2985.9055925000007	0.0	-6769.852725	-6497.2557875
1	13828.6122	1165.2614475	2553.6894475	935.5663375	3500.5922124999997	74.85225249999999	0.0	-22825.0928875	-3437.4154799999988	-2571.031114999999	-3087.2988449999993	0.0	-6774.965585	-6499.701202500002
2	13756.654824999996	1163.7794675	2569.7430574999994	938.2298950000004	3497.9968625	73.24043750000001	0.0	-22846.294587499997	-3338.1927149999997	-2560.1438250000006	-3013.3513124999995	0.0	-6744.9865825000015	-6493.3856175
3	13765.393197499998	1165.3622524999996	2566.4410399999997	940.4591049999999	3490.5279324999997	72.86105250000001	0.0	-22949.179275000006	-3252.2511450000006	-2566.3011024999996	-2920.1954800000008	0.0	-6766.6869424999995	-6507.492329999999
4	13792.178212499999	1160.1873025000002	2564.5280624999996	936.2739099999999	3503.3273475	74.25159500000002	0.0	-22685.063435	-3501.579714999999	-2568.4195174999995	-3183.3653000000004	0.0	-6724.3162375	-6480.3534175
5	13770.662497500001	1159.5933650000002	2568.9822349999995	930.63899	3487.9306850000007	72.891065	0.0	-22791.956822499997	-3381.169142499999	-2579.16426	-3059.1383375	0.0	-6761.5913875	-6512.451647499998
6	13807.969552500004	1163.2194350000004	2570.567757500001	938.6742800000004	3514.00657	73.46880250000001	0.0	-22916.288340000006	-3333.1660475	-2578.7992675	-2986.510955	0.0	-6760.3472575	-6487.160967500001
7	13790.975352500001	1163.3139950000002	2566.185354999999	944.8858524999999	3491.9142425	74.04644999999998	0.0	-22863.078109999995	-3363.2233724999996	-2566.6461875	-3027.7184575	0.0	-6761.6264224999995	-6500.167957499998
8	13806.307677499999	1156.3216874999998	2563.5308625000007	935.024935	3499.0215449999996	74.97246500000001	0.0	-22804.621929999994	-3427.6478024999988	-2569.3213875	-3094.0969274999998	0.0	-6766.411947500002	-6507.8335375
9	13811.219389999998	1162.1900775000001	2570.9413875	935.7955675	3496.0504449999994	73.74892750000001	0.0	-22857.6933225	-3351.1781600000004	-2565.2188275	-3034.930665	0.0	-6724.144515	-6481.645947500001
10	13763.745452499996	1163.6937275	2567.65162	934.9324375	3489.7846075	72.5950475	0.0	-22825.610845	-3335.1044699999998	-2584.8628449999997	-3004.5365575	0.0	-6753.1752675	-6495.202402500001
11	13831.7551675	1162.6350200000002	2568.97027	934.8075700000003	3496.826824999999	74.51841750000001	0.0	-22862.171752500002	-3399.4809799999994	-2556.8832475000004	-3062.0250275000003	0.0	-6749.022709999999	-6486.085175000002
12	13763.5663325	1159.8995749999997	2579.7834575000006	936.93486	3496.6963850000006	73.33542500000001	0.0	-22763.506602500005	-3390.8892650000003	-2572.5445124999997	-3067.7941975000003	0.0	-6716.7243450000005	-6466.964702500002
13	13789.3275025	1155.28234	2567.7703825	938.9554775000003	3508.8940650000004	72.98682500000001	0.0	-22852.60327	-3358.948407499999	-2587.9709199999998	-3027.290702500001	0.0	-6766.306005000001	-6507.635124999999
14	13757.932897500004	1161.1067050000001	2570.157205	946.0585975000001	3498.5235550000007	73.12917	0.0	-22892.521002500005	-3300.9949524999997	-2572.1618124999995	-2965.0675475000003	0.0	-6758.7696375	-6495.9714025
15	13827.431010000004	1162.7958525	2573.547865	928.9641150000001	3491.2488700000004	73.67149750000002	0.0	-22967.70828	-3293.3407700000002	-2559.6742174999995	-2958.99376	0.0	-6763.0640575	-6502.388545
16	13768.973049999997	1164.8088675000001	2577.8762725000006	937.267675	3495.7832949999997	74.18803499999999	0.0	-22818.038565000003	-3376.8740975	-2566.4245375	-3044.3182375	0.0	-6742.440005000001	-6484.072179999999
17	13789.016400000004	1163.5896774999997	2573.4802374999995	940.4309575	3500.7099149999995	73.73274	0.0	-22856.0042875	-3368.1286700000005	-2568.5370999999996	-3036.80443	0.0	-6751.7101299999995	-6494.11863
18	13778.041835	1159.83686	2574.0011899999995	946.6226525	3490.126439999999	73.31411	0.0	-22901.580502499997	-3300.3851500000005	-2569.6774800000003	-2972.5382149999996	0.0	-6749.700045	-6495.167220000001
19	13781.58954	1162.6095675000001	2578.930337500001	938.3428275000002	3492.0601199999996	73.62704749999999	0.0	-22791.920157499993	-3402.7420549999997	-2576.7387024999994	-3071.1672325000004	0.0	-6744.241475000001	-6486.293700000001
20	13775.493022500003	1161.8023875000001	2566.8758925000006	933.0671375	3492.2239600000003	74.06313999999998	0.0	-22841.306775000005	-3360.9853900000007	-2563.3018875	-3033.79925	0.0	-6762.068512499999	-6508.9455124999995
21	13785.434055000002	1163.8997549999995	2562.854195	937.9187200000002	3499.3833575000003	72.247085	0.0	-22891.562732500002	-3295.1010924999996	-2572.537224999999	-2977.763932499999	0.0	-6737.4638825	-6492.373807500002
22	13763.230390000002	1161.2694825000003	2587.5338475	940.0699975000001	3488.7287525000006	73.50652249999999	0.0	-22905.049789999997	-3292.25979	-2557.2537949999996	-2962.1535349999995	0.0	-6740.2243825	-6483.624650000001
23	13753.008840000004	1159.5231324999995	2561.9219275000005	937.0685425000001	3490.1401074999994	75.01030500000002	0.0	-22674.009100000007	-3483.7885099999985	-2558.1631350000007	-3153.2998425	0.0	-6739.28789	-6483.8095275000005
